"","gene","B.males.tpm","B.females.tpm","nonB.males.tpm","nonB.females.tpm","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","BmalevnoBmale","BmalevsfemaleB","BmalevsfemalenoB","BfemalevsnoBfemale","noBmalevsnoBfemale"
"143","g10127",28.1742857142857,12.9166666666667,29.4528571428571,15.3183333333333,"scaffold_130",1021,"MO4L1_RAT","A0A2J7PYK0","MRG,RNA binding activity-knot of a chromodomain","Y",951268,"A",-0.10271352240861,0,0,0,0,0
"144","g10128",28.77,171.711666666667,12.4957142857143,174.698333333333,"scaffold_130",3939,"PXDN_DROME","A0A482V9F4","Animal haem peroxidase,Leucine rich repeat,Immunoglobulin domain,Immunoglobulin I-set domain","Y",951268,"A",-0.10271352240861,0,-1,-1,0,-1
"145","g10129",0,0,0,0,"scaffold_130",13,NA,NA,NA,"N",951268,"A",-0.10271352240861,NA,NA,NA,NA,NA
"146","g1013",0,0.015,0,0,"scaffold_197",448,NA,NA,"Zinc finger, C2H2 type","Y",695333,"A",-0.302707020010726,NA,NA,NA,NA,NA
"147","g10130",0.18,0.186666666666667,5.68428571428571,0.465,"scaffold_130",201,NA,NA,NA,"N",951268,"A",-0.10271352240861,-1,0,0,0,1
"148","g10131",0.745714285714286,1.25166666666667,2.74857142857143,2.2,"scaffold_130",530,NA,NA,NA,"N",951268,"A",-0.10271352240861,0,0,0,0,0
"149","g10132",22.4171428571429,15.2416666666667,22.7942857142857,16.4133333333333,"scaffold_130",450,NA,NA,"SAM domain (Sterile alpha motif)","Y",951268,"A",-0.10271352240861,0,0,0,0,0
"150","g10133",22.6342857142857,66.7933333333333,19.3442857142857,61.29,"scaffold_130",3927,"PXDN_DROME","A0A2P8Y7Y4","Animal haem peroxidase,Immunoglobulin domain,Leucine rich repeat,Immunoglobulin I-set domain","Y",951268,"A",-0.10271352240861,0,-1,0,0,-1
"151","g10134",0,0.0883333333333333,0,0.0566666666666667,"scaffold_1094",298,NA,NA,NA,"N",21294,"A",-0.1893901,NA,NA,NA,NA,NA
"152","g10135",0.0214285714285714,0.03,0.0142857142857143,0.0233333333333333,"scaffold_128",1388,NA,NA,"Zinc finger, C3HC4 type (RING finger)","Y",956808,"A",0.152028338377953,NA,NA,NA,NA,NA
"153","g10136",0.0185714285714286,0.00333333333333333,0.0142857142857143,0.0333333333333333,"scaffold_128",1099,NA,NA,NA,"N",956808,"A",0.152028338377953,NA,NA,NA,NA,NA
"154","g10137",0.00428571428571429,0.01,0.00571428571428571,0.00666666666666667,"scaffold_128",974,NA,NA,NA,"N",956808,"A",0.152028338377953,NA,NA,NA,NA,NA
"155","g10138",0.115714285714286,0.025,0.0357142857142857,0.0516666666666667,"scaffold_128",314,NA,NA,NA,"N",956808,"A",0.152028338377953,NA,NA,NA,NA,NA
"156","g10139",0.0357142857142857,0.0283333333333333,0.0571428571428571,0.0233333333333333,"scaffold_128",1078,NA,NA,NA,"N",956808,"A",0.152028338377953,NA,NA,NA,NA,NA
"157","g1014",0.0171428571428571,0.0166666666666667,0.0171428571428571,0.00666666666666667,"scaffold_197",2081,"HASP_DROME","B4LQZ1","Haspin like kinase domain,Ulp1 protease family, C-terminal catalytic domain","Y",695333,"A",-0.302707020010726,NA,NA,NA,NA,NA
"158","g10140",0.1,0,0.0285714285714286,0.0583333333333333,"scaffold_128",337,NA,NA,NA,"N",956808,"A",0.152028338377953,NA,NA,NA,NA,NA
"159","g10141",15.6814285714286,6.50166666666667,15.5528571428571,7,"scaffold_128",539,NA,"A0A484B004",NA,"Y",956808,"A",0.152028338377953,0,0,0,0,0
"160","g10142",0.232857142857143,0.43,0.07,0.658333333333333,"scaffold_128",2462,"MSH5_HUMAN","E0VH19","MutS domain III,MutS domain V","Y",956808,"A",0.152028338377953,0,0,0,0,-1
"161","g10143",20.8285714285714,8.38,21.3442857142857,7.94666666666667,"scaffold_128",474,NA,NA,NA,"N",956808,"A",0.152028338377953,0,0,0,0,0
"162","g10144",28.7442857142857,24.0366666666667,33.9485714285714,19.1666666666667,"scaffold_128",1598,"EAA2_MOUSE","J9K1P4","Sodium:dicarboxylate symporter family","Y",956808,"A",0.152028338377953,0,0,0,0,0
"163","g10145",9.35142857142857,6.905,11.0857142857143,7.31166666666667,"scaffold_128",2060,NA,NA,"Myb-like DNA-binding domain","Y",956808,"A",0.152028338377953,0,0,0,0,0
"164","g10146",5.61714285714286,0.131666666666667,7.15714285714286,0.358333333333333,"scaffold_128",2455,"DCST2_HUMAN","A0A3Q0IUH5","DC-STAMP-like protein","Y",956808,"A",0.152028338377953,0,1,1,0,1
"165","g10147",29.6042857142857,21.8833333333333,39.3957142857143,25.1383333333333,"scaffold_128",1729,"ABCG1_MOUSE","J9K8S0","ABC-2 type transporter,ABC transporter","Y",956808,"A",0.152028338377953,0,0,0,0,0
"166","g10148",1.84285714285714,0,1.00142857142857,0.0183333333333333,"scaffold_128",1484,NA,"A0A2P8Z519","MULE transposase domain,FLYWCH zinc finger domain","Y",956808,"A",0.152028338377953,0,0,0,0,0
"167","g10149",3.75142857142857,11.9433333333333,4.26285714285714,15.14,"scaffold_128",2019,NA,"J9M7I9","Predicted AAA-ATPase","Y",956808,"A",0.152028338377953,0,0,0,0,0
"168","g1015",0,0,0,0,"scaffold_197",223,NA,NA,NA,"N",695333,"A",-0.302707020010726,NA,NA,NA,NA,NA
"169","g10150",3.22571428571429,10.895,3.33857142857143,16.15,"scaffold_128",2034,NA,"J9M7I9","Predicted AAA-ATPase","Y",956808,"A",0.152028338377953,0,0,-1,0,-1
"170","g10151",0,0.015,0,0,"scaffold_128",407,NA,NA,NA,"N",956808,"A",0.152028338377953,NA,NA,NA,NA,NA
"171","g10152",12.0157142857143,8.765,12.6642857142857,9.775,"scaffold_128",2395,"KAT7_HUMAN","A0A482XF99","MYST family zinc finger domain,MOZ/SAS family,Zinc finger, C2HC type","Y",956808,"A",0.152028338377953,0,0,0,0,0
"172","g10153",0.368571428571429,0.26,0.307142857142857,0.153333333333333,"scaffold_128",660,"ETS6_DROME","J9JJ59","Ets-domain","Y",956808,"A",0.152028338377953,0,0,0,0,0
"173","g10154",99.4328571428571,111.1,97.0614285714286,108.246666666667,"scaffold_128",829,"COPD_HUMAN","A0A1W4WI86","Clathrin adaptor complex small chain","Y",956808,"A",0.152028338377953,0,0,0,0,0
"174","g10155",0.122857142857143,0.0916666666666667,0.208571428571429,0.106666666666667,"scaffold_128",751,NA,NA,"Sterile alpha motif (SAM)/Pointed domain","Y",956808,"A",0.152028338377953,0,0,0,0,0
"175","g10156",0,0,0,0,"scaffold_128",375,NA,NA,NA,"N",956808,"A",0.152028338377953,NA,NA,NA,NA,NA
"176","g10157",0.455714285714286,6.96166666666667,0.508571428571429,7.44333333333333,"scaffold_128",1281,NA,NA,NA,"N",956808,"A",0.152028338377953,0,-1,-1,0,-1
"177","g10158",74.2328571428571,105.158333333333,71.3542857142857,96.4633333333333,"scaffold_128",2434,NA,NA,"Immunoglobulin I-set domain,Immunoglobulin domain","Y",956808,"A",0.152028338377953,0,0,0,0,0
"178","g10159",143.521428571429,369.378333333333,113.741428571429,336.761666666667,"scaffold_128",2759,NA,"A0A3B5ABZ9","Fibronectin type III domain,Immunoglobulin domain","Y",956808,"A",0.152028338377953,0,-1,0,0,-1
"179","g1016",0,0,0,0,"scaffold_197",796,NA,NA,NA,"N",695333,"A",-0.302707020010726,NA,NA,NA,NA,NA
"180","g10160",8.47428571428571,19.22,6.22285714285714,21.08,"scaffold_128",1419,NA,"A0A482XQI8","Immunoglobulin I-set domain","Y",956808,"A",0.152028338377953,0,0,0,0,-1
"181","g10161",9.76428571428571,18.4433333333333,7.96428571428571,31.0616666666667,"scaffold_128",1300,NA,"A0A182NEE1","Immunoglobulin I-set domain","Y",956808,"A",0.152028338377953,0,0,-1,0,-1
"182","g10162",81.6728571428571,59.945,89.8985714285714,61.5716666666667,"scaffold_128",477,"TPPC4_BOVIN","A0A1W4X4U1","Sybindin-like family","Y",956808,"A",0.152028338377953,0,0,0,0,0
"183","g10163",65.9071428571429,81.2783333333333,63.7957142857143,83.675,"scaffold_128",833,"MTX2_HUMAN","A0A067QGB2","Glutathione S-transferase, C-terminal domain,Glutathione S-transferase N-terminal domain","Y",956808,"A",0.152028338377953,0,0,0,0,0
"184","g10164",35.9757142857143,47.45,33.2814285714286,46.74,"scaffold_128",2056,"TBC23_PONAB","A0A067RCP6","Rhodanese-like domain,Rab-GTPase-TBC domain","Y",956808,"A",0.152028338377953,0,0,0,0,0
"185","g10165",54.4814285714286,42.6683333333333,44.7671428571429,33.9,"scaffold_128",964,"ELOV7_HUMAN","J9JXX7","GNS1/SUR4 family","Y",956808,"A",0.152028338377953,0,0,0,0,0
"186","g10166",25.0385714285714,42.0766666666667,27.2485714285714,51.8433333333333,"scaffold_128",867,"ELOV7_RAT","A0A482X1U0","GNS1/SUR4 family","Y",956808,"A",0.152028338377953,0,0,0,0,0
"187","g10167",0.46,0.285,0.457142857142857,0.491666666666667,"scaffold_128",748,NA,NA,NA,"N",956808,"A",0.152028338377953,0,0,0,0,0
"188","g10168",0,0.2,0.225714285714286,0.0933333333333333,"scaffold_128",337,NA,NA,NA,"N",956808,"A",0.152028338377953,0,0,0,0,0
"189","g10169",88.49,46.4466666666667,95.7657142857143,49.8966666666667,"scaffold_128",1273,NA,NA,NA,"N",956808,"A",0.152028338377953,0,0,0,0,0
"190","g1017",10.7057142857143,17.1616666666667,10.1757142857143,12.6666666666667,"scaffold_197",1712,"GCM_DROME","A0A067RLT7","GCM motif protein","Y",695333,"A",-0.302707020010726,0,0,0,0,0
"191","g10170",13.6814285714286,14.2083333333333,14.2128571428571,13.5916666666667,"scaffold_128",1585,"COG8_DROME","A0A067RM63","Dor1-like family","Y",956808,"A",0.152028338377953,0,0,0,0,0
"192","g10171",0,0,0,0,"scaffold_128",242,NA,NA,NA,"N",956808,"A",0.152028338377953,NA,NA,NA,NA,NA
"193","g10172",21.4085714285714,44.0016666666667,19.0957142857143,54.6233333333333,"scaffold_128",1593,NA,"A0A2J7R8N1","Immunoglobulin domain","Y",956808,"A",0.152028338377953,0,0,0,0,-1
"194","g10173",54.0414285714286,87.855,38.9371428571429,109.178333333333,"scaffold_128",1933,"OPS5_BEAB2","A0A067QPY0","Multicopper oxidase","Y",956808,"A",0.152028338377953,0,0,0,0,-1
"195","g10174",0,0,0,0,"scaffold_128",899,NA,NA,NA,"N",956808,"A",0.152028338377953,NA,NA,NA,NA,NA
"196","g10175",1.95142857142857,3.24,0.991428571428571,3.935,"scaffold_128",2031,"LAC1_AGABI","A0A067QPY0","Multicopper oxidase","Y",956808,"A",0.152028338377953,0,0,0,0,-1
"197","g10176",1.29571428571429,2.93,0.841428571428571,4.08833333333333,"scaffold_128",1936,"ASO_CUCSA","A0A067QPY0","Multicopper oxidase","Y",956808,"A",0.152028338377953,0,0,-1,0,-1
"198","g10177",2.20571428571429,7.27833333333333,0.997142857142857,8.67,"scaffold_128",1936,"OPS5_BEAB2","A0A067QPY0","Multicopper oxidase","Y",956808,"A",0.152028338377953,0,-1,-1,0,-1
"199","g10178",5.47,11.04,2.85142857142857,7.49166666666667,"scaffold_128",2783,NA,NA,NA,"N",956808,"A",0.152028338377953,0,0,0,0,0
"200","g10179",0.452857142857143,0.28,0.00857142857142857,0,"scaffold_128",1322,NA,NA,NA,"N",956808,"A",0.152028338377953,0,0,1,0,0
"201","g1018",0.0514285714285714,0.0166666666666667,0.0757142857142857,0.015,"scaffold_197",439,NA,NA,NA,"N",695333,"A",-0.302707020010726,NA,NA,NA,NA,NA
"202","g10180",2.37714285714286,7.15333333333333,2.24428571428571,8.06166666666667,"scaffold_128",1954,"LAC4_TRAVE","A0A067QPY0","Multicopper oxidase","Y",956808,"A",0.152028338377953,0,-1,-1,0,-1
"203","g10181",2.67857142857143,1.875,1.87285714285714,1.86833333333333,"scaffold_128",1960,"OPS5_BEAB2","A0A067QPY0","Multicopper oxidase","Y",956808,"A",0.152028338377953,0,0,0,0,0
"204","g10182",9.74428571428571,7.09,6.86714285714286,5.285,"scaffold_128",1957,"ASO_CUCSA","A0A067QPY0","Multicopper oxidase","Y",956808,"A",0.152028338377953,0,0,0,0,0
"205","g10183",272.607142857143,315.278333333333,240.645714285714,333.498333333333,"scaffold_128",927,"PGAM1_CHICK","A0A0M4EQ67","Histidine phosphatase superfamily (branch 1)","Y",956808,"A",0.152028338377953,0,0,0,0,0
"206","g10184",1.61285714285714,1.06,1.01,0.943333333333333,"scaffold_128",256,NA,NA,NA,"N",956808,"A",0.152028338377953,0,0,0,0,0
"207","g10185",59.7842857142857,54.0383333333333,64.0642857142857,59.4066666666667,"scaffold_128",1546,"BTBD3_CALJA","A0A2P8XGT9","BTB/POZ domain,BTB And C-terminal Kelch,PHR domain","Y",956808,"A",0.152028338377953,0,0,0,0,0
"208","g10186",21.1085714285714,38.6333333333333,14.8085714285714,26.925,"scaffold_128",1079,"RIBD_AQUAE","M9WWR0","RibD C-terminal domain,Cytidine and deoxycytidylate deaminase zinc-binding region","Y",956808,"A",0.152028338377953,0,0,0,0,0
"209","g10187",0.894285714285714,0.935,0.945714285714286,1.57,"scaffold_735",372,NA,NA,NA,"N",68653,"A",-0.514475010276758,0,0,0,0,0
"210","g10188",0.275714285714286,0.448333333333333,0.14,0.06,"scaffold_735",321,NA,NA,NA,"N",68653,"A",-0.514475010276758,NA,NA,NA,NA,NA
"211","g10189",0.994285714285714,1.305,0.392857142857143,0.476666666666667,"scaffold_735",338,NA,NA,NA,"N",68653,"A",-0.514475010276758,0,0,0,0,0
"212","g1019",1.09,0.343333333333333,0.861428571428571,0.27,"scaffold_197",1005,NA,NA,NA,"N",695333,"A",-0.302707020010726,0,0,1,0,0
"213","g10190",1.94428571428571,6.37,0.878571428571429,2.32833333333333,"scaffold_735",543,NA,NA,NA,"N",68653,"A",-0.514475010276758,0,0,0,0,0
"214","g10191",0.00714285714285714,0.0283333333333333,0.00285714285714286,0.00666666666666667,"scaffold_735",2114,NA,NA,NA,"N",68653,"A",-0.514475010276758,NA,NA,NA,NA,NA
"215","g10192",6.10857142857143,4.86,5.31142857142857,4.175,"scaffold_72",2782,"BC11A_HUMAN","A0A067RGM8","Zinc finger, C2H2 type","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"216","g10193",0,0,0,0,"scaffold_72",271,NA,NA,NA,"N",1284286,"A",0.153484647809745,NA,NA,NA,NA,NA
"217","g10194",0.0485714285714286,0.0483333333333333,0.01,0.005,"scaffold_72",3481,NA,"A0A0J7KBZ0","Putative peptidase (DUF1758),Pao retrotransposon peptidase,Protein of unknown function (DUF1759)","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"218","g10195",3.71714285714286,3.12,2.92142857142857,2.555,"scaffold_72",837,NA,"A0A482X3S1",NA,"Y",1284286,"A",0.153484647809745,0,0,0,0,0
"219","g10196",0,0.0333333333333333,0.01,0.0133333333333333,"scaffold_72",628,NA,NA,NA,"N",1284286,"A",0.153484647809745,NA,NA,NA,NA,NA
"220","g10197",0.0371428571428571,0,0,0,"scaffold_72",259,NA,NA,NA,"N",1284286,"A",0.153484647809745,NA,NA,NA,NA,NA
"221","g10198",0,0,0,0,"scaffold_72",391,NA,NA,NA,"N",1284286,"A",0.153484647809745,NA,NA,NA,NA,NA
"222","g10199",0,0,0,0,"scaffold_72",320,NA,NA,NA,"N",1284286,"A",0.153484647809745,NA,NA,NA,NA,NA
"223","g1020",7.75428571428571,3.27,7.96714285714286,3.39166666666667,"scaffold_197",2042,NA,"A0A2J7QGP0","CAP-Gly domain","Y",695333,"A",-0.302707020010726,0,0,0,0,0
"224","g10200",0.828571428571429,0.0883333333333333,0.787142857142857,0.101666666666667,"scaffold_72",1132,NA,NA,NA,"N",1284286,"A",0.153484647809745,0,1,1,0,1
"225","g10201",0.16,0.92,0.191428571428571,0.968333333333333,"scaffold_72",1898,"SYPM_MOUSE","A0A1W4WLN3","Cytochrome P450,Anticodon binding domain,tRNA synthetase class II core domain (G, H, P, S and T)","Y",1284286,"A",0.153484647809745,0,0,-1,0,0
"226","g10202",0.918571428571429,3.45333333333333,1.12714285714286,6.09666666666667,"scaffold_72",791,"CP4C1_BLADI","J9K4T9","Cytochrome P450","Y",1284286,"A",0.153484647809745,0,0,-1,0,-1
"227","g10203",92.9728571428571,37.775,95.5342857142857,38.57,"scaffold_72",1826,"BTBD9_HUMAN","A0A2J7QLR2","BTB/POZ domain,F5/8 type C domain,BTB And C-terminal Kelch","Y",1284286,"A",0.153484647809745,0,1,1,0,1
"228","g10204",35.9342857142857,27.4716666666667,40.4742857142857,29.9,"scaffold_72",594,NA,NA,NA,"N",1284286,"A",0.153484647809745,0,0,0,0,0
"229","g10205",153.082857142857,138.325,161.76,143.681666666667,"scaffold_72",350,"SMD2_CAEEL","A0A2J7QXR4","LSM domain","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"230","g10206",0.95,0.236666666666667,0.272857142857143,0.756666666666667,"scaffold_72",958,NA,NA,NA,"N",1284286,"A",0.153484647809745,0,0,0,0,0
"231","g10207",0.04,0.03,0.228571428571429,0.0133333333333333,"scaffold_72",541,NA,NA,NA,"N",1284286,"A",0.153484647809745,0,0,0,0,0
"232","g10208",1.32571428571429,0,0.614285714285714,0,"scaffold_72",239,NA,NA,NA,"N",1284286,"A",0.153484647809745,0,1,1,0,0
"233","g10209",94.2714285714286,78.9216666666667,100.315714285714,86.1716666666667,"scaffold_72",1679,"I2BP2_XENTR","D2A0C6","Interferon regulatory factor 2-binding protein zinc finger","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"234","g1021",0.295714285714286,0.025,0.327142857142857,0.025,"scaffold_197",358,NA,NA,NA,"N",695333,"A",-0.302707020010726,0,0,0,0,0
"235","g10210",0.505714285714286,0.198333333333333,0.897142857142857,0.286666666666667,"scaffold_72",769,NA,NA,NA,"N",1284286,"A",0.153484647809745,0,0,0,0,0
"236","g10211",35.9328571428571,30.1833333333333,37.7785714285714,33.1783333333333,"scaffold_72",1951,"DNM1L_DANRE,DNM1L_HUMAN","A0A0M8ZZL6","Dynamin family,Dynamin GTPase effector domain,Dynamin central region","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"237","g10212",43.86,50.785,39.5328571428571,44.1366666666667,"scaffold_72",1886,"DNM1L_HUMAN","Q7PWP5","Dynamin central region,Dynamin GTPase effector domain,Dynamin family","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"238","g10213",59.0628571428571,6.66833333333333,61.9242857142857,6.8,"scaffold_72",2196,"PLK4_DROMO","T1IB56","Polo-like Kinase 4 Polo Box 1,Protein kinase domain,Polo-like Kinase 4 Polo Box 2","Y",1284286,"A",0.153484647809745,0,1,1,0,1
"239","g10214",26.1814285714286,18.735,29.7728571428571,27.1566666666667,"scaffold_72",512,NA,NA,"Inhibitor of Apoptosis domain","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"240","g10215",22.0371428571429,13.24,25.2628571428571,14.16,"scaffold_72",2148,"BLMP1_CAEEL","A0A482V9J2","SET domain,Zinc finger, C2H2 type","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"241","g10216",0.0485714285714286,0,0.0428571428571429,0.0333333333333333,"scaffold_72",449,NA,NA,NA,"N",1284286,"A",0.153484647809745,NA,NA,NA,NA,NA
"242","g10217",0,0,0,0,"scaffold_72",319,NA,NA,NA,"N",1284286,"A",0.153484647809745,NA,NA,NA,NA,NA
"243","g10218",0.905714285714286,1.98166666666667,0.798571428571429,2.53333333333333,"scaffold_72",1369,NA,"F8L304","Predicted AAA-ATPase,PD-(D/E)XK nuclease superfamily","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"244","g10219",8.15571428571429,6.63333333333333,7.45857142857143,6.065,"scaffold_72",2307,"ORC3_RAT","A0A482X3Q7","Origin recognition complex (ORC) subunit 3 N-terminus,Origin recognition complex winged helix C-terminal","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"245","g1022",8.4,2.51,9.34714285714286,2.605,"scaffold_197",1408,"CD5R1_BOVIN","A0A2J7RQU1","Cyclin-dependent kinase 5 activator protein","Y",695333,"A",-0.302707020010726,0,1,1,0,1
"246","g10220",57.7671428571429,48.375,57.0628571428571,39.6883333333333,"scaffold_72",807,NA,NA,"Inhibitor of Apoptosis domain","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"247","g10221",3.35428571428571,3.43666666666667,2.79714285714286,4.32,"scaffold_72",1408,"BYN_DROME","A0A482VIM1","T-box","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"248","g10222",17.3428571428571,22.3833333333333,15.16,23.3583333333333,"scaffold_72",4078,"RAD50_RAT","A0A067QZL2","Rad50 zinc hook motif,AAA domain","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"249","g10223",221.887142857143,0.0383333333333333,249.54,0,"scaffold_72",611,NA,NA,NA,"N",1284286,"A",0.153484647809745,0,1,1,0,1
"250","g10224",0.152857142857143,0.23,0.104285714285714,0.111666666666667,"scaffold_72",886,"ZSC31_HUMAN",NA,"Zinc finger, C2H2 type,C2H2-type zinc finger","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"251","g10225",18.8071428571429,20.2466666666667,16.2385714285714,20.8633333333333,"scaffold_72",1848,"PUS7_MOUSE","E0VTP6","tRNA pseudouridine synthase D (TruD)","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"252","g10226",19.2057142857143,17.5333333333333,19.58,17.435,"scaffold_72",4294,"CNKR3_HUMAN","J9LBS4","PDZ domain,SAM domain (Sterile alpha motif),PH domain,Connector enhancer of kinase suppressor of ras","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"253","g10227",19.2071428571429,13.5816666666667,20.0314285714286,13.5666666666667,"scaffold_72",1953,"BRC1_DROME","A0A067R521","Zinc finger, C2H2 type,BTB/POZ domain,Ras family","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"254","g10228",0.22,0.251666666666667,0.0342857142857143,0.26,"scaffold_72",305,NA,NA,NA,"N",1284286,"A",0.153484647809745,0,0,0,0,0
"255","g10229",73.6157142857143,92.3716666666667,71.6842857142857,87.5516666666667,"scaffold_72",1980,"TM9S2_MOUSE","A0A182MRR2","Endomembrane protein 70","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"256","g1023",4.98,6.04666666666667,5.43857142857143,6.89666666666667,"scaffold_197",919,"NDUF6_BOVIN","R4FK79","Squalene/phytoene synthase","Y",695333,"A",-0.302707020010726,0,0,0,0,0
"257","g10230",53.17,72.8516666666667,49.9871428571429,69.1716666666667,"scaffold_72",1236,"SNX6_MOUSE","A0A2J7Q7M1","PX domain,Vps5 C terminal like","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"258","g10231",57.3371428571429,28.1166666666667,47.9414285714286,34.8516666666667,"scaffold_72",2471,"PPAL_XENLA","A0A482X7K6","Histidine phosphatase superfamily (branch 2)","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"259","g10232",18.5585714285714,18.5816666666667,12.2585714285714,16.1216666666667,"scaffold_72",1312,"PPAP_BOVIN","A0A026WVD8","Histidine phosphatase superfamily (branch 2)","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"260","g10233",0.0857142857142857,0.16,2.63,0.0733333333333333,"scaffold_72",1214,"PPAL_RAT","A0A1S3CUB6","Histidine phosphatase superfamily (branch 2)","Y",1284286,"A",0.153484647809745,-1,0,0,0,1
"261","g10234",0.848571428571429,3.85,0.105714285714286,1.28333333333333,"scaffold_72",1196,"PPAP_BOVIN","A0A1S3CUB6","Histidine phosphatase superfamily (branch 2)","Y",1284286,"A",0.153484647809745,0,0,0,0,-1
"262","g10235",2.13142857142857,5.89833333333333,1.73428571428571,3.43833333333333,"scaffold_72",2317,"PPAL_MOUSE","A0A1B0GD38","Histidine phosphatase superfamily (branch 2)","Y",1284286,"A",0.153484647809745,0,0,0,0,0
"263","g10236",2.36571428571429,14.3383333333333,2.59428571428571,17.86,"scaffold_72",1235,"PPAL_RAT","A0A1S3CUB6","Histidine phosphatase superfamily (branch 2)","Y",1284286,"A",0.153484647809745,0,-1,-1,0,-1
"264","g10237",3.03714285714286,1.655,2.84142857142857,2.00333333333333,"scaffold_72",2401,"NLGNX_HUMAN","A0A067QT42","Carboxylesterase family","Y",1284286,"A",0.153484647809745,0,0,0,0,0
