"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","de","gene_len","seq","blast","diamond","pfam_acc","pfam_descr","ipr_acc","ipr_descr","GO","anno"
"113","g17562",-14.3303058327999,2.81324676310837,-18.9592297567465,4.09909926598826e-17,5.68541440671097e-15,"MB (FC > 5)",1205,"scaffold_247",NA,NA,NA,NA,NA,NA,NA,"N"
"114","g18825",-13.2674334647337,2.2602619523299,-18.9059335133271,4.35881895728952e-17,5.97973104481203e-15,"MB (FC > 5)",1451,"scaffold_487",NA,NA,NA,NA,NA,NA,NA,"N"
"115","g16506",-14.0263788539419,1.71318894957763,-18.9049345741724,4.38760333154714e-17,5.97973104481203e-15,"MB (FC > 5)",998,"scaffold_25",NA,NA,NA,NA,NA,NA,NA,"N"
"116","g9022",-13.1194693530427,1.4890675466224,-18.8890264799386,4.45102533079899e-17,6.01387241462177e-15,"MB (FC > 5)",1382,"scaffold_175",NA,NA,NA,NA,NA,NA,NA,"N"
"117","g10325",-4.07386728208417,5.24494759635117,-18.8422797579467,4.62310161386112e-17,6.19298047812353e-15,"MB",996,"scaffold_259",NA,NA,"PF14780","Domain of unknown function (DUF4477)","IPR027951","Domain of unknown function DUF4477",NA,"Y"
"118","g22699",-6.57492400088747,4.29480511534261,-18.723800829231,5.39697179811165e-17,7.16836771116982e-15,"MB (FC > 5)",559,"scaffold_6",NA,NA,"PF01042","Endoribonuclease L-PSP","IPR006175","YjgF/YER057c/UK114 family",NA,"Y"
"119","g10223",-12.5309124229544,1.06119950897914,-18.6261558185917,6.24813485170457e-17,8.20008061825842e-15,"MB (FC > 5)",611,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"120","g7186",-12.2145874078182,3.84444934877894,-18.621053850743,6.27837474759784e-17,8.20008061825842e-15,"MB (FC > 5)",1588,"scaffold_17","TTLL4_MOUSE","J9K688","PF03133","Tubulin-tyrosine ligase family","IPR004344","Tubulin-tyrosine ligase/Tubulin polyglutamylase","GO:0006464","Y"
"121","g2235",-13.752033372062,2.48076077968154,-18.595273756075,6.55924742972346e-17,8.49612272446742e-15,"MB (FC > 5)",1127,"scaffold_14",NA,NA,NA,NA,NA,NA,NA,"N"
"122","g4966",-13.2037732656419,1.40233293755035,-18.518171516914,7.23272970885237e-17,9.2916862890855e-15,"MB (FC > 5)",692,"scaffold_176",NA,NA,NA,NA,NA,NA,NA,"N"
"123","g17162",-13.6931290586141,3.91317528760913,-18.4291112860397,8.16357053647837e-17,1.04022472372541e-14,"MB (FC > 5)",1517,"scaffold_57",NA,NA,NA,NA,NA,NA,NA,"N"
"124","g19964",-14.8007468065543,3.24688371432111,-18.393361914481,8.63092631816367e-17,1.08793828382879e-14,"MB (FC > 5)",1142,"scaffold_236",NA,NA,NA,NA,NA,NA,NA,"N"
"125","g9714",-14.3195635063511,3.04157212588715,-18.3865698827418,8.67685098440626e-17,1.08793828382879e-14,"MB (FC > 5)",1256,"scaffold_192",NA,NA,NA,NA,NA,NA,NA,"N"
"126","g13592",-13.8614443253033,2.23502342388304,-18.3411300644021,9.1857274469278e-17,1.14260243075952e-14,"MB (FC > 5)",1142,"scaffold_391",NA,NA,NA,NA,NA,NA,NA,"N"
"127","g7122",-3.92096829659464,7.05573426029809,-18.3108363553185,9.29813348684343e-17,1.14747752865588e-14,"MB",1740,"scaffold_79","ADAS_DROME","A0A2J7Q507","PF02913;PF01565","FAD linked oxidases, C-terminal domain; FAD binding domain","IPR004113;IPR006094","FAD-linked oxidase, C-terminal; FAD linked oxidase, N-terminal","GO:0003824;GO:0050660;GO:0016491;GO:0055114","Y"
"128","g21307",-7.9572969739035,5.06444569735462,-18.2638957459734,9.91742226490793e-17,1.21434186842111e-14,"MB (FC > 5)",2443,"scaffold_43",NA,NA,NA,NA,NA,NA,NA,"N"
"129","g12375",-15.3249712529183,3.10671337353055,-18.2788733420802,1.00933994297182e-16,1.22630890900754e-14,"MB (FC > 5)",1504,"scaffold_231",NA,NA,NA,NA,NA,NA,NA,"N"
"130","g13511",-2.74673777832112,6.23277060922252,-18.1036567744886,1.22675463372626e-16,1.47899425956859e-14,"MB",878,"scaffold_266","TM189_HUMAN","A0A2J7Q1N1","PF10520","B domain of TMEM189, localisation domain","IPR019547","B domain of TMEM189, localisation domain",NA,"Y"
"131","g3721",-3.07929526420676,6.93177550953986,-18.0804824359437,1.26559424082847e-16,1.51417240736677e-14,"MB",6212,"scaffold_190","PP6R3_MOUSE","A0A2J7QTY3","PF04499;PF00096","SIT4 phosphatase-associated protein; Zinc finger, C2H2 type","IPR007587;IPR013087","SIT4 phosphatase-associated protein family; Zinc finger C2H2-type","GO:0019903;GO:0043666;GO:0003676","Y"
"132","g20043",-8.43486208161551,5.09732391843505,-18.0760691294648,1.27668230769089e-16,1.51586680366964e-14,"MB (FC > 5)",1338,"scaffold_701","HXK2_DROME","Q9W330","PF00349;PF03727","Hexokinase; Hexokinase","IPR022672;IPR022673","Hexokinase, N-terminal; Hexokinase, C-terminal","GO:0005524;GO:0005975;GO:0016773","Y"
"133","g22847",-12.5057904631312,0.792555035827822,-18.059269062312,1.32759493755702e-16,1.56446582378429e-14,"MB (FC > 5)",338,"scaffold_318",NA,NA,NA,NA,NA,NA,NA,"N"
"134","g3873",-13.6225804098219,1.39396351450704,-18.0445518493966,1.36419641831578e-16,1.59560078091516e-14,"MB (FC > 5)",659,"scaffold_31",NA,NA,NA,NA,NA,NA,NA,"N"
"135","g12215",-13.1365205929914,1.4578336554545,-18.0246399113149,1.39668153379952e-16,1.62149553179554e-14,"MB (FC > 5)",929,"scaffold_167",NA,NA,NA,NA,NA,NA,NA,"N"
"136","g1373",-7.79009572837425,4.15814589803022,-17.9917864391931,1.42882433061319e-16,1.64661498041916e-14,"MB (FC > 5)",2497,"scaffold_69","BBS4_HUMAN","J9K409","PF13181","Tetratricopeptide repeat","IPR019734","Tetratricopeptide repeat","GO:0005515","Y"
"137","g12499",-13.094206397295,3.0809996277638,-17.9929026460047,1.45745658315924e-16,1.6633793600876e-14,"MB (FC > 5)",1377,"scaffold_283",NA,NA,"PF00079","Serpin (serine protease inhibitor)","IPR023796","Serpin domain",NA,"Y"
"138","g3620",-13.9623502400431,2.35077006727804,-17.9937712968561,1.46459740759324e-16,1.6633793600876e-14,"MB (FC > 5)",1242,"scaffold_200",NA,NA,NA,NA,NA,NA,NA,"N"
"139","g17473",-3.66497767702451,5.38627765054538,-17.9004409705507,1.61425127336701e-16,1.82015541061015e-14,"MB",1790,"scaffold_41",NA,NA,"PF00096","Zinc finger, C2H2 type","IPR013087","Zinc finger C2H2-type","GO:0003676","Y"
"140","g18330",-13.7140108493869,1.57523566015916,-17.871489570946,1.72562535482782e-16,1.92240091495941e-14,"MB (FC > 5)",935,"scaffold_121",NA,NA,NA,NA,NA,NA,NA,"N"
"141","g417",-13.1247401417107,1.51288598574931,-17.8668615844471,1.72946167938032e-16,1.92240091495941e-14,"MB (FC > 5)",782,"scaffold_548",NA,NA,NA,NA,NA,NA,NA,"N"
"142","g15417",-13.8169918812003,2.52495185363765,-17.817030786963,1.85983027690175e-16,2.03937292797019e-14,"MB (FC > 5)",481,"scaffold_133",NA,NA,NA,NA,NA,NA,NA,"N"
"143","g11539",-6.97560859232897,-2.31455627085497,-17.7965997817034,1.86071797804975e-16,2.03937292797019e-14,"MB (FC > 5)",305,"scaffold_65",NA,NA,NA,NA,NA,NA,NA,"N"
"144","g23187",-12.9093366259076,2.15909932986686,-17.7392741743488,2.05536804000635e-16,2.23706828409857e-14,"MB (FC > 5)",1561,"scaffold_508",NA,"J9LF51","PF03022","Major royal jelly protein","IPR017996","Major royal jelly protein/protein yellow",NA,"Y"
"145","g15178",-3.01859425732641,5.58403715667433,-17.665379896128,2.22492937671888e-16,2.40491849112517e-14,"MB",554,"scaffold_76",NA,NA,NA,NA,NA,NA,NA,"N"
"146","g3852",-13.4375376688974,1.29432507658661,-17.6637533174952,2.28769779139564e-16,2.45582790990027e-14,"MB (FC > 5)",764,"scaffold_31",NA,NA,NA,NA,NA,NA,NA,"N"
"147","g13500",-3.19898778068031,7.92587362569375,-17.614548731611,2.38592501746053e-16,2.53829984345213e-14,"MB",3900,"scaffold_266","HASP_DROME","K7J6A2","PF12330","Haspin like kinase domain",NA,NA,NA,"Y"
"148","g16229",-9.28985762100729,3.47841703570079,-17.6147777605559,2.39691429101586e-16,2.53829984345213e-14,"MB (FC > 5)",1079,"scaffold_54","KAPC1_DROME","K1PS11","PF00069","Protein kinase domain","IPR000719","Protein kinase domain","GO:0004672;GO:0005524;GO:0006468","Y"
"149","g20437",-13.6665661301598,1.54970922742903,-17.6147989044686,2.45096066528787e-16,2.57811453067496e-14,"MB (FC > 5)",1811,"scaffold_585",NA,NA,NA,NA,NA,NA,NA,"N"
"150","g7810",-14.0916426193157,2.39943679687389,-17.603429434244,2.49739059542517e-16,2.60944018680658e-14,"MB (FC > 5)",794,"scaffold_503",NA,NA,NA,NA,NA,NA,NA,"N"
"151","g3567",-7.67776703475162,3.00959683284381,-17.5704629975653,2.5392946011299e-16,2.63565326380854e-14,"MB (FC > 5)",309,"scaffold_10","GLRX2_MOUSE",NA,"PF00462","Glutaredoxin","IPR002109","Glutaredoxin","GO:0009055;GO:0015035;GO:0045454","Y"
"152","g9569",-14.4050434270285,2.74085240540873,-17.5767455421864,2.59713472854967e-16,2.67795346056309e-14,"MB (FC > 5)",1028,"scaffold_343",NA,NA,NA,NA,NA,NA,NA,"N"
"153","g14656",-13.5432955473693,1.71725050808249,-17.5510177637608,2.67393629097788e-16,2.73912441101283e-14,"MB (FC > 5)",1055,"scaffold_96","KAPC1_DROME","A0A0K0JSZ6","PF00069","Protein kinase domain","IPR000719","Protein kinase domain","GO:0004672;GO:0005524;GO:0006468","Y"
"154","g7355",-8.18618839078762,4.18790143304966,-17.4073402022828,3.18527046645484e-16,3.24173662472381e-14,"MB (FC > 5)",1817,"scaffold_149","KLH10_HUMAN","E0VNX1","PF07707;PF00651;PF01344","BTB And C-terminal Kelch; BTB/POZ domain; Kelch motif","IPR011705;IPR000210;IPR006652","BTB/Kelch-associated; BTB/POZ domain; Kelch repeat type 1","GO:0005515","Y"
"155","g21776",-11.1109463427834,-0.088630261773183,-17.399209452782,3.25243585399276e-16,3.28873723481474e-14,"MB (FC > 5)",281,"scaffold_9",NA,NA,NA,NA,NA,NA,NA,"N"
"156","g16812",-2.8261663497,3.40843961853122,-17.3325239868792,3.52660623363891e-16,3.54310894229632e-14,"MB",3128,"scaffold_8",NA,"A0A482WK43","PF00090","Thrombospondin type 1 domain","IPR000884","Thrombospondin type-1 (TSP1) repeat",NA,"Y"
"157","g6764",-8.51685894210151,4.96884775902233,-17.2298792661084,4.08343283944791e-16,4.07641037532912e-14,"MB (FC > 5)",955,"scaffold_179",NA,"A0A2J7PV36","PF08450","SMP-30/Gluconolactonase/LRE-like region","IPR013658","SMP-30/Gluconolactonase/LRE-like region",NA,"Y"
"158","g8725",-12.7983995817251,2.10962823352479,-17.2254615132938,4.18567085543532e-16,4.15202653906568e-14,"MB (FC > 5)",557,"scaffold_528",NA,NA,NA,NA,NA,NA,NA,"N"
"159","g15087",-14.106092073153,2.5795437986022,-17.1290867446054,4.83752965260662e-16,4.7684655500191e-14,"MB (FC > 5)",1433,"scaffold_298",NA,NA,NA,NA,NA,NA,NA,"N"
"160","g21612",-13.8339571971593,2.15883960085758,-17.0821208808574,5.15860362625391e-16,5.05317466464235e-14,"MB (FC > 5)",944,"scaffold_123",NA,NA,NA,NA,NA,NA,NA,"N"
"161","g7234",-13.9313984771603,4.14249864726016,-17.0599967172666,5.32635440694389e-16,5.18509022484668e-14,"MB (FC > 5)",926,"scaffold_17",NA,NA,NA,NA,NA,NA,NA,"N"
"162","g3691",-14.6446985211675,2.73776258731232,-16.9665589833629,6.11443179523576e-16,5.91552404485988e-14,"MB (FC > 5)",875,"scaffold_580",NA,NA,NA,NA,NA,NA,NA,"N"
"163","g1559",-2.58596383822083,7.01145343443891,-16.913811554285,6.36295814170962e-16,6.11819895429539e-14,"MB",788,"scaffold_206","TBCB_MOUSE","T1HSK9","PF01302;PF14560","CAP-Gly domain; Ubiquitin-like domain","IPR000938;IPR000626","CAP Gly-rich domain; Ubiquitin domain","GO:0005515","Y"
"164","g21963",-11.9842856978946,0.969787215782743,-16.9138124223605,6.4706787540012e-16,6.18383829947931e-14,"MB (FC > 5)",353,"scaffold_22",NA,NA,NA,NA,NA,NA,NA,"N"
"165","g8655",-14.5786660331084,2.43700319031139,-16.9118153464862,6.60641090061743e-16,6.2752895785077e-14,"MB (FC > 5)",1133,"scaffold_237",NA,NA,NA,NA,NA,NA,NA,"N"
"166","g5831",-4.79253563036096,5.34830811045582,-16.8699670276897,6.77355959918361e-16,6.3953011806027e-14,"MB",2087,"scaffold_125",NA,NA,NA,NA,NA,NA,NA,"N"
"167","g15544",-13.6086575527155,2.13232238278562,-16.8732931186938,6.92848485120421e-16,6.50240377682177e-14,"MB (FC > 5)",800,"scaffold_166",NA,NA,NA,NA,NA,NA,NA,"N"
"168","g17026",-13.4816584351726,1.61342131547142,-16.8600297966052,7.05456000581725e-16,6.55304902023377e-14,"MB (FC > 5)",728,"scaffold_142",NA,NA,NA,NA,NA,NA,NA,"N"
"169","g6856",-6.89684888467515,-1.47214131057635,-16.8408824005324,7.0660708506317e-16,6.55304902023377e-14,"MB (FC > 5)",242,"scaffold_81",NA,NA,NA,NA,NA,NA,NA,"N"
"170","g22713",-13.7238747061978,1.68238221077384,-16.8516861752438,7.15165272003216e-16,6.59340312241553e-14,"MB (FC > 5)",1559,"scaffold_6",NA,"A0A087UAY4","PF13843","Transposase IS4","IPR029526","PiggyBac transposable element-derived protein",NA,"Y"
"171","g11763",-13.3599243222535,1.5166869290349,-16.7886944055114,7.80612365548222e-16,7.15470035393993e-14,"MB (FC > 5)",782,"scaffold_86",NA,NA,NA,NA,NA,NA,NA,"N"
"172","g1457",-2.81027059825325,6.68524479292162,-16.7290858814665,8.28763650422296e-16,7.55186784480735e-14,"MB",1782,"scaffold_20","NFT1_CAEEL","E0VN40","PF00795;PF01230","Carbon-nitrogen hydrolase; HIT domain","IPR003010;IPR001310","Carbon-nitrogen hydrolase; Histidine triad (HIT) protein","GO:0006807","Y"
"173","g11508",-13.5028244305492,3.051117084935,-16.7339064816444,8.45349901101489e-16,7.65847919073043e-14,"MB (FC > 5)",854,"scaffold_65",NA,NA,NA,NA,NA,NA,NA,"N"
"174","g22831",-9.95432581893948,6.40387221912001,-16.7102392118647,8.57755265151028e-16,7.72620590270808e-14,"MB (FC > 5)",5102,"scaffold_318","UPP2_MOUSE","A0A2J7QZT7","PF01048","Phosphorylase superfamily","IPR000845","Nucleoside phosphorylase domain","GO:0003824;GO:0009116","Y"
"175","g3387",-5.24148041173071,3.58147218083418,-16.6851719438489,8.82881277480404e-16,7.90036288601641e-14,"MB (FC > 5)",1079,"scaffold_84","KAPC1_DROME","A0A067RHU0","PF00069","Protein kinase domain","IPR000719","Protein kinase domain","GO:0004672;GO:0005524;GO:0006468","Y"
"176","g21964",-13.2052104379856,1.40316595630151,-16.6988941216983,8.87171484679951e-16,7.90036288601641e-14,"MB (FC > 5)",449,"scaffold_22",NA,NA,NA,NA,NA,NA,NA,"N"
"177","g303",-13.2409582074479,1.81860780302172,-16.5040490167625,1.17646607875838e-15,1.04173744928701e-13,"MB (FC > 5)",461,"scaffold_42",NA,NA,NA,NA,NA,NA,NA,"N"
"178","g8540",-13.0470735180973,1.96205398152672,-16.4679310481827,1.23831763036221e-15,1.09034563037455e-13,"MB (FC > 5)",704,"scaffold_112",NA,NA,"PF00011","Hsp20/alpha crystallin family","IPR002068","Alpha crystallin/Hsp20 domain",NA,"Y"
"179","g14078",-13.940316293443,2.54669967053026,-16.4662919026487,1.24926804405257e-15,1.09384234940983e-13,"MB (FC > 5)",668,"scaffold_203",NA,NA,NA,NA,NA,NA,NA,"N"
"180","g4968",-2.6336314445691,7.18827523252412,-16.4334558976414,1.27153483945442e-15,1.10715364104273e-13,"MB",2383,"scaffold_176","ANKL2_MOUSE","A0A2J7PXD2","PF01693","Caulimovirus viroplasmin","IPR011320","Ribonuclease H1, N-terminal",NA,"Y"
"181","g19786",-12.7966679328721,1.73937620155202,-16.3782363752229,1.40923840100384e-15,1.22027588170902e-13,"MB (FC > 5)",1130,"scaffold_60","KAPC1_DROME","N6UW64","PF00069","Protein kinase domain","IPR000719","Protein kinase domain","GO:0004672;GO:0005524;GO:0006468","Y"
"182","g17936",-5.06824219924487,-3.34168250370137,-16.3567909690945,1.42237221067487e-15,1.22119564231921e-13,"MB (FC > 5)",251,"scaffold_226",NA,NA,NA,NA,NA,NA,NA,"N"
"183","g22562",-12.7892699554975,1.20043927531759,-16.3701812125451,1.42588402057305e-15,1.22119564231921e-13,"MB (FC > 5)",851,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"184","g15680",-12.3466131778672,0.707032817096727,-16.3342766986817,1.49866426278719e-15,1.27655244514476e-13,"MB (FC > 5)",329,"scaffold_600",NA,NA,NA,NA,NA,NA,NA,"N"
"185","g3682",-12.6210125964061,1.51609909383672,-16.2929811398989,1.59511337076368e-15,1.35136280324212e-13,"MB (FC > 5)",1604,"scaffold_269",NA,NA,NA,NA,NA,NA,NA,"N"
"186","g20489",-7.77911142243371,4.13876617748842,-16.2600303094858,1.64236407514495e-15,1.38391248116918e-13,"MB (FC > 5)",798,"scaffold_288",NA,NA,"PF12906","RING-variant domain","IPR011016","Zinc finger, RING-CH-type","GO:0008270","Y"
"187","g18516",-6.08288335596621,-2.27106986608192,-16.0818435037053,2.13404936812085e-15,1.78860725917423e-13,"MB (FC > 5)",953,"scaffold_273",NA,NA,"PF00194","Eukaryotic-type carbonic anhydrase","IPR001148","Alpha carbonic anhydrase domain",NA,"Y"
"188","g22372",-13.5576338115737,1.42041483288552,-16.096519159911,2.14606566259164e-15,1.78911101754249e-13,"MB (FC > 5)",434,"scaffold_30",NA,NA,NA,NA,NA,NA,NA,"N"
"189","g3145",-10.8778011420388,0.99629965317023,-16.0695774858429,2.19756713071945e-15,1.82235289099291e-13,"MB (FC > 5)",272,"scaffold_338",NA,NA,NA,NA,NA,NA,NA,"N"
"190","g14721",-2.46353337232888,6.71587227386986,-15.9391459111141,2.63902086059672e-15,2.17691441832276e-13,"MB",867,"scaffold_309",NA,NA,NA,NA,NA,NA,NA,"N"
"191","g8147",-7.43213117164724,-1.14877938710394,-15.8868394018042,2.85803777743989e-15,2.34523696784374e-13,"MB (FC > 5)",932,"scaffold_66",NA,NA,NA,NA,NA,NA,NA,"N"
"192","g9226",-2.85197395042682,8.09399746463828,-15.8292483000421,3.11202273834211e-15,2.54035064468937e-13,"MB",7081,"scaffold_178",NA,NA,NA,NA,NA,NA,NA,"N"
"193","g3888",-12.1089228800939,2.92190575815151,-15.6944629175509,3.88477474463619e-15,3.15471888977632e-13,"MB (FC > 5)",953,"scaffold_31",NA,NA,NA,NA,NA,NA,NA,"N"
"194","g14119",-10.4797234520092,3.31005159622357,-15.5857705225331,4.54351468588335e-15,3.6706446222603e-13,"MB (FC > 5)",1112,"scaffold_789",NA,NA,"PF02902","Ulp1 protease family, C-terminal catalytic domain","IPR003653","Ulp1 protease family, C-terminal catalytic domain","GO:0006508;GO:0008234","Y"
"195","g2788",-8.66528832550439,-0.388802359672148,-15.5635639592288,4.67110926693437e-15,3.75437413029038e-13,"MB (FC > 5)",485,"scaffold_51",NA,NA,NA,NA,NA,NA,NA,"N"
"196","g14358",-10.464933917096,6.1321943243102,-15.5167650663684,5.04799526561434e-15,4.03659335703947e-13,"MB (FC > 5)",720,"scaffold_24","TBA_XENLA","A0A3B4WHU7","PF00091","Tubulin/FtsZ family, GTPase domain","IPR003008","Tubulin/FtsZ, GTPase domain","GO:0003924","Y"
"197","g3000",-5.57754595627708,-3.07626035289086,-15.4833778525382,5.26168856997962e-15,4.18546370095524e-13,"MB (FC > 5)",383,"scaffold_366",NA,NA,NA,NA,NA,NA,NA,"N"
"198","g2069",-8.33091171557326,4.05407613615805,-15.4819829000798,5.2875761678628e-15,4.18546370095524e-13,"MB (FC > 5)",1538,"scaffold_126",NA,NA,"PF13855","Leucine rich repeat","IPR001611","Leucine-rich repeat","GO:0005515","Y"
"199","g22994",-9.29442077072387,0.63773098251586,-15.4771409024898,5.34026188872591e-15,4.20592585839202e-13,"MB (FC > 5)",587,"scaffold_148","GS1_DROME","A0A139WHD2","PF13419","Haloacid dehalogenase-like hydrolase","IPR041492","Haloacid dehalogenase-like hydrolase",NA,"Y"
"200","g7795",-6.14595734326041,-0.454432458836381,-15.4577985785156,5.47314507877669e-15,4.28903014098335e-13,"MB (FC > 5)",1160,"scaffold_138","NR2E1_MOUSE","A0A482XBY8","PF00104;PF00105","Ligand-binding domain of nuclear hormone receptor; Zinc finger, C4 type (two domains)","IPR000536;IPR001628","Nuclear hormone receptor, ligand-binding domain; Zinc finger, nuclear hormone receptor-type","GO:0003700;GO:0005634;GO:0006355;GO:0008270;GO:0043565","Y"
"201","g22828",-8.98200408053629,4.65732332944634,-15.3820031102,6.17506429188676e-15,4.81501406202692e-13,"MB (FC > 5)",1418,"scaffold_318","UPP1_MOUSE","A0A2J7QZT7","PF01048","Phosphorylase superfamily","IPR000845","Nucleoside phosphorylase domain","GO:0003824;GO:0009116","Y"
"202","g17024",-2.90608325621877,7.95820827740935,-15.3652005585486,6.30842049296742e-15,4.89464724684547e-13,"MB",6021,"scaffold_142",NA,"A0A067QR10","PF14309","Domain of unknown function (DUF4378)","IPR025486","Domain of unknown function DUF4378",NA,"Y"
"203","g7185",-5.37927930916722,2.82644044181689,-15.3253272303179,6.70939731826463e-15,5.18011744675673e-13,"MB (FC > 5)",1159,"scaffold_17",NA,NA,NA,NA,NA,NA,NA,"N"
"204","g15123",-8.72291357050087,4.41173246439651,-15.3001332794334,7.00200307905423e-15,5.37952913029495e-13,"MB (FC > 5)",807,"scaffold_76",NA,NA,"PF06585","Haemolymph juvenile hormone binding protein (JHBP)","IPR010562","Haemolymph juvenile hormone binding",NA,"Y"
"205","g18652",-7.15561354558515,4.56725830595946,-15.2083023324057,8.05113770560307e-15,6.15538932975204e-13,"MB (FC > 5)",1064,"scaffold_45","AK1A1_HUMAN","C4WSB5","PF00248","Aldo/keto reductase family","IPR023210","NADP-dependent oxidoreductase domain",NA,"Y"
"206","g14354",-11.3278603059968,5.85711578724094,-15.1962394110195,8.31146807604154e-15,6.32357471630092e-13,"MB (FC > 5)",684,"scaffold_24","TBA3_CAEEL","A0A2Y9G3B5","PF00091","Tubulin/FtsZ family, GTPase domain","IPR003008","Tubulin/FtsZ, GTPase domain","GO:0003924","Y"
"207","g4717",-10.833979966033,2.31682769842648,-15.1891131256706,8.38292294916e-15,6.34712808609588e-13,"MB (FC > 5)",1248,"scaffold_181",NA,NA,"PF12937","F-box-like","IPR001810","F-box domain","GO:0005515","Y"
"208","g21651",-5.15711495610783,4.68622031542919,-15.0915565862557,9.64819686201549e-15,7.27000910665235e-13,"MB (FC > 5)",1394,"scaffold_939",NA,NA,"PF07202","T-complex protein 10 C-terminus","IPR009852","T-complex protein 10, C-terminal domain",NA,"Y"
"209","g17363",-6.1592167616478,-2.55616053075335,-15.0649233705107,1.00616657504109e-14,7.54528647398041e-13,"MB (FC > 5)",1617,"scaffold_183",NA,NA,NA,NA,NA,NA,NA,"N"
"210","g15501",-2.36197800850986,8.66331169709293,-15.0589903491232,1.01519830370593e-14,7.57059936489864e-13,"MB",5027,"scaffold_29","NEB1_HUMAN","A0A482WR19","PF00536;PF17817;PF18699;PF00595","SAM domain (Sterile alpha motif); PDZ domain; Mitoribosomal protein mL52; PDZ domain","IPR001660;IPR040645;IPR034596;IPR001478","Sterile alpha motif domain; Neurabin-1/2, PDZ domain; 39S ribosomal protein L52, mitochondrial; PDZ domain","GO:0005515;GO:0003735;GO:0005762;GO:0032543","Y"
"211","g6787",-13.3247906841265,1.66101054846727,-15.0737445680351,1.01920274739591e-14,7.57059936489864e-13,"MB (FC > 5)",329,"scaffold_108",NA,NA,NA,NA,NA,NA,NA,"N"
