"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","de","gene_len","seq","blast","diamond","interpro","anno"
"152","g9569",-14.4050434270285,2.74085240540873,-17.5767455421864,2.59713472854967e-16,2.67795346056309e-14,"MB",1028,"scaffold_343",NA,NA,NA,"N"
"153","g14656",-13.5432955473693,1.71725050808249,-17.5510177637608,2.67393629097788e-16,2.73912441101283e-14,"MB",1055,"scaffold_96","KAPC1_DROME","A0A0K0JSZ6","Protein kinase domain","Y"
"154","g7355",-8.18618839078762,4.18790143304966,-17.4073402022828,3.18527046645484e-16,3.24173662472381e-14,"MB",1817,"scaffold_149","KLH10_HUMAN","E0VNX1","BTB And C-terminal Kelch,BTB/POZ domain,Kelch motif","Y"
"155","g21776",-11.1109463427834,-0.088630261773183,-17.399209452782,3.25243585399276e-16,3.28873723481474e-14,"MB",281,"scaffold_9",NA,NA,NA,"N"
"156","g16812",-2.8261663497,3.40843961853122,-17.3325239868792,3.52660623363891e-16,3.54310894229632e-14,"MB",3128,"scaffold_8",NA,"A0A482WK43","Thrombospondin type 1 domain","Y"
"157","g6764",-8.51685894210151,4.96884775902233,-17.2298792661084,4.08343283944791e-16,4.07641037532912e-14,"MB",955,"scaffold_179",NA,"A0A2J7PV36","SMP-30/Gluconolactonase/LRE-like region","Y"
"158","g8725",-12.7983995817251,2.10962823352479,-17.2254615132938,4.18567085543532e-16,4.15202653906568e-14,"MB",557,"scaffold_528",NA,NA,NA,"N"
"159","g15087",-14.106092073153,2.5795437986022,-17.1290867446054,4.83752965260662e-16,4.7684655500191e-14,"MB",1433,"scaffold_298",NA,NA,NA,"N"
"160","g21612",-13.8339571971593,2.15883960085758,-17.0821208808574,5.15860362625391e-16,5.05317466464235e-14,"MB",944,"scaffold_123",NA,NA,NA,"N"
"161","g7234",-13.9313984771603,4.14249864726016,-17.0599967172666,5.32635440694389e-16,5.18509022484668e-14,"MB",926,"scaffold_17",NA,NA,NA,"N"
"162","g3691",-14.6446985211675,2.73776258731232,-16.9665589833629,6.11443179523576e-16,5.91552404485988e-14,"MB",875,"scaffold_580",NA,NA,NA,"N"
"163","g1559",-2.58596383822083,7.01145343443891,-16.913811554285,6.36295814170962e-16,6.11819895429539e-14,"MB",788,"scaffold_206","TBCB_MOUSE","T1HSK9","CAP-Gly domain,Ubiquitin-like domain","Y"
"164","g21963",-11.9842856978946,0.969787215782743,-16.9138124223605,6.4706787540012e-16,6.18383829947931e-14,"MB",353,"scaffold_22",NA,NA,NA,"N"
"165","g8655",-14.5786660331084,2.43700319031139,-16.9118153464862,6.60641090061743e-16,6.2752895785077e-14,"MB",1133,"scaffold_237",NA,NA,NA,"N"
"166","g5831",-4.79253563036096,5.34830811045582,-16.8699670276897,6.77355959918361e-16,6.3953011806027e-14,"MB",2087,"scaffold_125",NA,NA,NA,"N"
"167","g15544",-13.6086575527155,2.13232238278562,-16.8732931186938,6.92848485120421e-16,6.50240377682177e-14,"MB",800,"scaffold_166",NA,NA,NA,"N"
"168","g17026",-13.4816584351726,1.61342131547142,-16.8600297966052,7.05456000581725e-16,6.55304902023377e-14,"MB",728,"scaffold_142",NA,NA,NA,"N"
"169","g6856",-6.89684888467515,-1.47214131057635,-16.8408824005324,7.0660708506317e-16,6.55304902023377e-14,"MB",242,"scaffold_81",NA,NA,NA,"N"
"170","g22713",-13.7238747061978,1.68238221077384,-16.8516861752438,7.15165272003216e-16,6.59340312241553e-14,"MB",1559,"scaffold_6",NA,"A0A087UAY4","Transposase IS4","Y"
"171","g11763",-13.3599243222535,1.5166869290349,-16.7886944055114,7.80612365548222e-16,7.15470035393993e-14,"MB",782,"scaffold_86",NA,NA,NA,"N"
"172","g1457",-2.81027059825325,6.68524479292162,-16.7290858814665,8.28763650422296e-16,7.55186784480735e-14,"MB",1782,"scaffold_20","NFT1_CAEEL","E0VN40","Carbon-nitrogen hydrolase,HIT domain","Y"
"173","g11508",-13.5028244305492,3.051117084935,-16.7339064816444,8.45349901101489e-16,7.65847919073043e-14,"MB",854,"scaffold_65",NA,NA,NA,"N"
"174","g22831",-9.95432581893948,6.40387221912001,-16.7102392118647,8.57755265151028e-16,7.72620590270808e-14,"MB",5102,"scaffold_318","UPP2_MOUSE","A0A2J7QZT7","Phosphorylase superfamily","Y"
"175","g3387",-5.24148041173071,3.58147218083418,-16.6851719438489,8.82881277480404e-16,7.90036288601641e-14,"MB",1079,"scaffold_84","KAPC1_DROME","A0A067RHU0","Protein kinase domain","Y"
"176","g21964",-13.2052104379856,1.40316595630151,-16.6988941216983,8.87171484679951e-16,7.90036288601641e-14,"MB",449,"scaffold_22",NA,NA,NA,"N"
"177","g303",-13.2409582074479,1.81860780302172,-16.5040490167625,1.17646607875838e-15,1.04173744928701e-13,"MB",461,"scaffold_42",NA,NA,NA,"N"
"178","g8540",-13.0470735180973,1.96205398152672,-16.4679310481827,1.23831763036221e-15,1.09034563037455e-13,"MB",704,"scaffold_112",NA,NA,"Hsp20/alpha crystallin family","Y"
"179","g14078",-13.940316293443,2.54669967053026,-16.4662919026487,1.24926804405257e-15,1.09384234940983e-13,"MB",668,"scaffold_203",NA,NA,NA,"N"
"180","g4968",-2.6336314445691,7.18827523252412,-16.4334558976414,1.27153483945442e-15,1.10715364104273e-13,"MB",2383,"scaffold_176","ANKL2_MOUSE","A0A2J7PXD2","Caulimovirus viroplasmin","Y"
"181","g19786",-12.7966679328721,1.73937620155202,-16.3782363752229,1.40923840100384e-15,1.22027588170902e-13,"MB",1130,"scaffold_60","KAPC1_DROME","N6UW64","Protein kinase domain","Y"
"182","g17936",-5.06824219924487,-3.34168250370137,-16.3567909690945,1.42237221067487e-15,1.22119564231921e-13,"MB",251,"scaffold_226",NA,NA,NA,"N"
"183","g22562",-12.7892699554975,1.20043927531759,-16.3701812125451,1.42588402057305e-15,1.22119564231921e-13,"MB",851,"scaffold_6",NA,NA,NA,"N"
"184","g15680",-12.3466131778672,0.707032817096727,-16.3342766986817,1.49866426278719e-15,1.27655244514476e-13,"MB",329,"scaffold_600",NA,NA,NA,"N"
"185","g3682",-12.6210125964061,1.51609909383672,-16.2929811398989,1.59511337076368e-15,1.35136280324212e-13,"MB",1604,"scaffold_269",NA,NA,NA,"N"
"186","g20489",-7.77911142243371,4.13876617748842,-16.2600303094858,1.64236407514495e-15,1.38391248116918e-13,"MB",798,"scaffold_288",NA,NA,"RING-variant domain","Y"
"187","g18516",-6.08288335596621,-2.27106986608192,-16.0818435037053,2.13404936812085e-15,1.78860725917423e-13,"MB",953,"scaffold_273",NA,NA,"Eukaryotic-type carbonic anhydrase","Y"
"188","g22372",-13.5576338115737,1.42041483288552,-16.096519159911,2.14606566259164e-15,1.78911101754249e-13,"MB",434,"scaffold_30",NA,NA,NA,"N"
"189","g3145",-10.8778011420388,0.99629965317023,-16.0695774858429,2.19756713071945e-15,1.82235289099291e-13,"MB",272,"scaffold_338",NA,NA,NA,"N"
"190","g14721",-2.46353337232888,6.71587227386986,-15.9391459111141,2.63902086059672e-15,2.17691441832276e-13,"MB",867,"scaffold_309",NA,NA,NA,"N"
"191","g8147",-7.43213117164724,-1.14877938710394,-15.8868394018042,2.85803777743989e-15,2.34523696784374e-13,"MB",932,"scaffold_66",NA,NA,NA,"N"
"192","g9226",-2.85197395042682,8.09399746463828,-15.8292483000421,3.11202273834211e-15,2.54035064468937e-13,"MB",7081,"scaffold_178",NA,NA,NA,"N"
"193","g3888",-12.1089228800939,2.92190575815151,-15.6944629175509,3.88477474463619e-15,3.15471888977632e-13,"MB",953,"scaffold_31",NA,NA,NA,"N"
"194","g14119",-10.4797234520092,3.31005159622357,-15.5857705225331,4.54351468588335e-15,3.6706446222603e-13,"MB",1112,"scaffold_789",NA,NA,"Ulp1 protease family, C-terminal catalytic domain","Y"
"195","g2788",-8.66528832550439,-0.388802359672148,-15.5635639592288,4.67110926693437e-15,3.75437413029038e-13,"MB",485,"scaffold_51",NA,NA,NA,"N"
"196","g14358",-10.464933917096,6.1321943243102,-15.5167650663684,5.04799526561434e-15,4.03659335703947e-13,"MB",720,"scaffold_24","TBA_XENLA","A0A3B4WHU7","Tubulin/FtsZ family, GTPase domain","Y"
"197","g3000",-5.57754595627708,-3.07626035289086,-15.4833778525382,5.26168856997962e-15,4.18546370095524e-13,"MB",383,"scaffold_366",NA,NA,NA,"N"
"198","g2069",-8.33091171557326,4.05407613615805,-15.4819829000798,5.2875761678628e-15,4.18546370095524e-13,"MB",1538,"scaffold_126",NA,NA,"Leucine rich repeat","Y"
"199","g22994",-9.29442077072387,0.63773098251586,-15.4771409024898,5.34026188872591e-15,4.20592585839202e-13,"MB",587,"scaffold_148","GS1_DROME","A0A139WHD2","Haloacid dehalogenase-like hydrolase","Y"
"200","g7795",-6.14595734326041,-0.454432458836381,-15.4577985785156,5.47314507877669e-15,4.28903014098335e-13,"MB",1160,"scaffold_138","NR2E1_MOUSE","A0A482XBY8","Ligand-binding domain of nuclear hormone receptor,Zinc finger, C4 type (two domains)","Y"
"201","g22828",-8.98200408053629,4.65732332944634,-15.3820031102,6.17506429188676e-15,4.81501406202692e-13,"MB",1418,"scaffold_318","UPP1_MOUSE","A0A2J7QZT7","Phosphorylase superfamily","Y"
"202","g17024",-2.90608325621877,7.95820827740935,-15.3652005585486,6.30842049296742e-15,4.89464724684547e-13,"MB",6021,"scaffold_142",NA,"A0A067QR10","Domain of unknown function (DUF4378)","Y"
"203","g7185",-5.37927930916722,2.82644044181689,-15.3253272303179,6.70939731826463e-15,5.18011744675673e-13,"MB",1159,"scaffold_17",NA,NA,NA,"N"
"204","g15123",-8.72291357050087,4.41173246439651,-15.3001332794334,7.00200307905423e-15,5.37952913029495e-13,"MB",807,"scaffold_76",NA,NA,"Haemolymph juvenile hormone binding protein (JHBP)","Y"
"205","g18652",-7.15561354558515,4.56725830595946,-15.2083023324057,8.05113770560307e-15,6.15538932975204e-13,"MB",1064,"scaffold_45","AK1A1_HUMAN","C4WSB5","Aldo/keto reductase family","Y"
"206","g14354",-11.3278603059968,5.85711578724094,-15.1962394110195,8.31146807604154e-15,6.32357471630092e-13,"MB",684,"scaffold_24","TBA3_CAEEL","A0A2Y9G3B5","Tubulin/FtsZ family, GTPase domain","Y"
"207","g4717",-10.833979966033,2.31682769842648,-15.1891131256706,8.38292294916e-15,6.34712808609588e-13,"MB",1248,"scaffold_181",NA,NA,"F-box-like","Y"
"208","g21651",-5.15711495610783,4.68622031542919,-15.0915565862557,9.64819686201549e-15,7.27000910665235e-13,"MB",1394,"scaffold_939",NA,NA,"T-complex protein 10 C-terminus","Y"
"209","g17363",-6.1592167616478,-2.55616053075335,-15.0649233705107,1.00616657504109e-14,7.54528647398041e-13,"MB",1617,"scaffold_183",NA,NA,NA,"N"
"210","g15501",-2.36197800850986,8.66331169709293,-15.0589903491232,1.01519830370593e-14,7.57059936489864e-13,"MB",5027,"scaffold_29","NEB1_HUMAN","A0A482WR19","SAM domain (Sterile alpha motif),PDZ domain,Mitoribosomal protein mL52","Y"
"211","g6787",-13.3247906841265,1.66101054846727,-15.0737445680351,1.01920274739591e-14,7.57059936489864e-13,"MB",329,"scaffold_108",NA,NA,NA,"N"
"212","g6280",-12.275881123482,0.538178694550253,-15.0328821158022,1.07884603534537e-14,7.97582731696601e-13,"MB",317,"scaffold_334",NA,NA,NA,"N"
"213","g3370",-6.54148067327954,1.0132760669591,-15.0116753376794,1.09403281279518e-14,8.05012970654408e-13,"MB",462,"scaffold_84",NA,NA,NA,"N"
"214","g3557",-4.49003131402386,3.90900487621427,-14.9496422727797,1.20548785930108e-14,8.82879028917091e-13,"MB",752,"scaffold_10",NA,NA,NA,"N"
"215","g13400",-11.6209316043374,0.968494141228354,-14.9461526992154,1.23164382606869e-14,8.97839706324401e-13,"MB",854,"scaffold_297",NA,NA,NA,"N"
"216","g21148",-8.79275604383241,-1.33323665628414,-14.8083811251599,1.51350776952032e-14,1.09820404035611e-12,"MB",494,"scaffold_1765",NA,NA,NA,"N"
"217","g8380",-11.9250860631015,2.53507701944441,-14.8027448169317,1.54824882920873e-14,1.11823520277366e-12,"MB",1112,"scaffold_275",NA,NA,"Ulp1 protease family, C-terminal catalytic domain","Y"
"218","g7756",-13.0706462574118,2.68077165164349,-14.8029275805168,1.55961234453464e-14,1.1212754254996e-12,"MB",1061,"scaffold_276","KAPCA_HUMAN","A0A482XCX2","Protein kinase domain","Y"
"219","g16149",-1.98782059206918,8.03105141552339,-14.7200697488904,1.73465614507237e-14,1.24142766035248e-12,"MB",1123,"scaffold_54","KC1A_XENLA","A0A2J7QDS4","Protein kinase domain","Y"
"220","g7907",-2.27453403835246,5.44381203178205,-14.7041445875612,1.77930375412567e-14,1.2675921699278e-12,"MB",547,"scaffold_46","ARL2_HUMAN","D6WRP1","ADP-ribosylation factor family","Y"
"221","g3876",-8.86992386760201,-0.286127463146466,-14.701730990215,1.79402846763688e-14,1.27229901236528e-12,"MB",446,"scaffold_31",NA,NA,NA,"N"
"222","g4471",-2.86964408131414,7.86222482735656,-14.6838095489816,1.8380476723332e-14,1.2976450976792e-12,"MB",4083,"scaffold_94","ZN208_HUMAN",NA,"Zinc-finger of C2H2 type,Zinc finger, C2H2 type","Y"
"223","g19788",-3.09708692722595,4.2659302255388,-14.6760868609037,1.86087915824028e-14,1.30787260300897e-12,"MB",981,"scaffold_60",NA,NA,"Zinc knuckle","Y"
"224","g2117",-1.98153747899561,6.32951317461918,-14.6363098336533,1.98320791999614e-14,1.3876257915223e-12,"MB",2138,"scaffold_122","NETA_DROME","A0A067RDY5","UNC-6/NTR/C345C module,Laminin N-terminal (Domain VI),Laminin EGF domain","Y"
"225","g2406",-3.41962470845687,1.64408499944012,-14.5787856965387,2.17500500841153e-14,1.51506015541484e-12,"MB",1247,"scaffold_416","DMTA2_XENTR","D6WS24","DM DNA binding domain,DMRTA motif","Y"
"226","g14705",-5.12901401549233,-2.98566112368022,-14.5736966880757,2.19302323403354e-14,1.52085190915963e-12,"MB",248,"scaffold_803",NA,NA,NA,"N"
"227","g10009",-12.5871347803548,0.70403525536316,-14.5830895172169,2.20886734470763e-14,1.52509153716311e-12,"MB",791,"scaffold_53",NA,"A8AH86",NA,"Y"
"228","g3406",-9.69816235458558,1.54931414845088,-14.555308364092,2.27480761611282e-14,1.56373069154984e-12,"MB",407,"scaffold_84",NA,NA,NA,"N"
"229","g7190",-2.30820720766781,6.21981838903783,-14.5118655933203,2.4224670586425e-14,1.65796184323598e-12,"MB",1362,"scaffold_17","KLD10_DROME","A0A026WLI4","Kelch motif,Galactose oxidase, central domain","Y"
"230","g23321",-4.23753816097016,3.09102686852911,-14.4829743797175,2.53815337902631e-14,1.72777376573483e-12,"MB",924,"scaffold_185",NA,"J9JJX7","CRAL/TRIO domain","Y"
"231","g19086",-2.92457088541594,5.84793691915746,-14.4809330681829,2.54651783248099e-14,1.72777376573483e-12,"MB",2591,"scaffold_38","S28A3_EPTST","J9JU24","Na+ dependent nucleoside transporter C-terminus,Na+ dependent nucleoside transporter N-terminus","Y"
"232","g14356",-10.7247605732027,6.65409208194032,-14.4720296763927,2.61344484679297e-14,1.76553970188733e-12,"MB",847,"scaffold_24","TBA4A_RAT","C3YW48","Tubulin/FtsZ family, GTPase domain","Y"
"233","g10642",-8.7727085194614,5.96839262165997,-14.4579009185311,2.65423918019085e-14,1.78540303309576e-12,"MB",1365,"scaffold_32","HXK2_DROME","A0A2J7RH67","Hexokinase","Y"
"234","g13064",-7.85901193578958,3.66097558927497,-14.4223313325306,2.80597733735542e-14,1.879405248221e-12,"MB",1374,"scaffold_13",NA,NA,"F-box-like","Y"
"235","g4484",-2.15665031331875,6.14354876673106,-14.3598762987596,3.09869746361953e-14,2.06663341903442e-12,"MB",4084,"scaffold_94","SLOB_DROME","J9K366","SprT-like family","Y"
"236","g14706",-5.91139721967863,-2.75650098501448,-14.3462370052251,3.16908378194462e-14,2.10462076756008e-12,"MB",362,"scaffold_803",NA,NA,NA,"N"
"237","g18661",-8.46295041372062,4.81752083877429,-14.2740419485595,3.57647554865148e-14,2.36515195249007e-12,"MB",1901,"scaffold_45",NA,NA,NA,"N"
"238","g19112",-11.3452174186015,0.365504365731381,-14.2632417177567,3.68228673085023e-14,2.42489411481579e-12,"MB",542,"scaffold_38",NA,NA,NA,"N"
"239","g9559",-7.49204270970447,-1.84781494157705,-14.2499450720817,3.71340379352843e-14,2.43515387681887e-12,"MB",640,"scaffold_335",NA,NA,"Carboxylesterase family","Y"
"240","g11923",-9.61325278647182,4.54223149150929,-14.2175882691597,3.93637320217982e-14,2.57061571657351e-12,"MB",1382,"scaffold_363",NA,NA,NA,"N"
"241","g13425",-2.54062659495189,7.05196134569753,-14.2093628117958,3.9622278696233e-14,2.57676337761851e-12,"MB",1175,"scaffold_40","UBA5_CULQU","E2AW18","ThiF family","Y"
"242","g8088",-5.15965100156329,4.4377085067454,-14.1245807961457,4.55510545904305e-14,2.95008958097445e-12,"MB",824,"scaffold_506",NA,NA,NA,"N"
"243","g4235",-8.63526475167118,2.16310875235841,-14.0882407741339,4.85514332312269e-14,3.13146754334576e-12,"MB",345,"scaffold_28",NA,NA,NA,"N"
"244","g4816",-6.12650669852111,-1.59972860735032,-14.0828871561143,4.8808354104995e-14,3.13513661429339e-12,"MB",311,"scaffold_169",NA,NA,NA,"N"
"245","g16031",-11.3721942183931,2.05841032650785,-14.0810443118165,4.96916662684273e-14,3.17884687928596e-12,"MB",1229,"scaffold_225",NA,NA,NA,"N"
"246","g16736",-5.75437992721117,-2.7061580032004,-14.0533748509115,5.12402493102983e-14,3.26458710341587e-12,"MB",224,"scaffold_211",NA,NA,NA,"N"
"247","g4019",-5.50860384613359,1.83830756224719,-13.990298810951,5.68815731283816e-14,3.6093315613001e-12,"MB",973,"scaffold_478","5HT1R_DROME","A0A482X8L7","7 transmembrane receptor (rhodopsin family)","Y"
"248","g16058",-4.57938751664722,3.97004881961615,-13.9607322843302,5.97376670242383e-14,3.77527602931809e-12,"MB",2934,"scaffold_315","NCL1_CAEEL","A0A482WH67","NHL repeat,B-box zinc finger","Y"
"249","g19397",-2.78278352836512,4.16654501582117,-13.948797324943,6.09339298131295e-14,3.83541157414128e-12,"MB",550,"scaffold_7","CIB1_SHEEP","A0A067REN5","EF-hand domain pair","Y"
"250","g9339",-13.7613030961505,2.21444518108692,-13.9215267604645,6.58306984374189e-14,4.12705814643867e-12,"MB",896,"scaffold_256",NA,NA,NA,"N"
"251","g11443",-10.67104148834,3.21975428455133,-13.8721603682656,7.0053523355336e-14,4.37429829302064e-12,"MB",2132,"scaffold_95",NA,NA,NA,"N"
"252","g8766",-7.92739298971024,2.38652513729655,-13.8094506708053,7.70868540300952e-14,4.79437406037175e-12,"MB",509,"scaffold_194",NA,NA,"Hsp20/alpha crystallin family","Y"
"253","g10213",-3.19929759195519,5.58252809209115,-13.7962887110546,7.86173749559994e-14,4.8702376193098e-12,"MB",2196,"scaffold_72","PLK4_DROMO","T1IB56","Polo-like Kinase 4 Polo Box 1,Protein kinase domain,Polo-like Kinase 4 Polo Box 2","Y"
"254","g7273",-7.31716441033277,6.47595427975002,-13.7924460830108,7.92397982597025e-14,4.88946991387527e-12,"MB",1667,"scaffold_17","TCPE_RAT","A0A2J7RAN2","TCP-1/cpn60 chaperonin family","Y"
"255","g18002",-5.08482433305092,4.58876614129973,-13.7676590433599,8.24948757829823e-14,5.07036152214385e-12,"MB",1068,"scaffold_457",NA,"E0W128",NA,"Y"
"256","g20136",-4.44917544101068,1.26403983699419,-13.7269304330961,8.83410595901335e-14,5.40847432404751e-12,"MB",671,"scaffold_333",NA,NA,"Tetraspanin family","Y"
"257","g735",-8.76684277373989,4.9718784780856,-13.6807057660075,9.59243347681968e-14,5.84989143510486e-12,"MB",703,"scaffold_56",NA,NA,"Haemolymph juvenile hormone binding protein (JHBP)","Y"
"258","g4245",-6.7591649573657,-2.42029094916134,-13.6714324274079,9.70901325344299e-14,5.89803739229504e-12,"MB",683,"scaffold_706",NA,NA,NA,"N"
"259","g8155",-12.0869696726392,1.12609842120274,-13.6185685310407,1.08241261102666e-13,6.5500590164559e-12,"MB",1466,"scaffold_66",NA,NA,NA,"N"
"260","g15085",-12.0033511997631,3.14765713067885,-13.5676913438364,1.17944462940808e-13,7.10978295258187e-12,"MB",718,"scaffold_298",NA,NA,NA,"N"
"261","g21745",-9.93585086300071,-0.5937593019555,-13.5577811205772,1.18627403362548e-13,7.1235528463648e-12,"MB",275,"scaffold_9",NA,NA,NA,"N"
"262","g21893",-9.69184993421086,3.75834798366932,-13.5266011001465,1.24970996958434e-13,7.47584135621957e-12,"MB",874,"scaffold_1136",NA,NA,"Haemolymph juvenile hormone binding protein (JHBP)","Y"
"263","g18221",-3.60784856295838,3.84190086112922,-13.4634868204917,1.38130389729425e-13,8.23162584878054e-12,"MB",1166,"scaffold_78","SMS2_RAT,SMS1_HUMAN","Q17C33","PAP2 superfamily C-terminal","Y"
"264","g2298",-3.35076546089197,4.85443281121434,-13.4296821536229,1.46355211377761e-13,8.66253694437332e-12,"MB",831,"scaffold_562","JHAMT_DROME","B2DCQ0","Methyltransferase domain","Y"
"265","g4814",-6.11423431261007,-1.42261091083213,-13.4294648030701,1.46466680932746e-13,8.66253694437332e-12,"MB",730,"scaffold_169",NA,NA,NA,"N"
"266","g19823",-13.0917208601942,0.976476489247466,-13.4369540561798,1.48566358333081e-13,8.7536862186255e-12,"MB",707,"scaffold_545",NA,NA,NA,"N"
"267","g22396",-8.31982831796122,-1.58900281865508,-13.3770900168186,1.60708558290359e-13,9.43365256211533e-12,"MB",392,"scaffold_109",NA,NA,NA,"N"
"268","g22509",-3.11237921377198,1.79159476038224,-13.3656422829932,1.63352430003196e-13,9.55306953522422e-12,"MB",1019,"scaffold_228","INSM1_XENTR","A0A482XA19","C2H2-type zinc finger,Zinc finger, C2H2 type","Y"
"269","g20918",-12.5774100256399,1.06587869917463,-13.3430190318081,1.73926337331234e-13,1.0133633773206e-11,"MB",1313,"scaffold_91",NA,NA,NA,"N"
"270","g21168",-2.88396078915642,5.63160809605754,-13.3253384950399,1.75083540984562e-13,1.01632753253742e-11,"MB",796,"scaffold_98",NA,NA,"Eukaryotic-type carbonic anhydrase","Y"
"271","g22076",-11.0798595266408,3.05435164613873,-13.3022149126424,1.84833037596343e-13,1.06896243477767e-11,"MB",1460,"scaffold_11",NA,NA,NA,"N"
