"gene","gene_len","seq","blast","diamond","pfam_acc","pfam_descr","ipr_acc","ipr_descr","GO","anno"
"g10165",964,"scaffold_128","ELOV7_HUMAN","J9JXX7","PF01151","GNS1/SUR4 family","IPR002076","ELO family","GO:0016021","Y"
"g10166",867,"scaffold_128","ELOV7_RAT","A0A482X1U0","PF01151","GNS1/SUR4 family","IPR002076","ELO family","GO:0016021","Y"
"g10167",748,"scaffold_128",NA,NA,NA,NA,NA,NA,NA,"N"
"g10168",337,"scaffold_128",NA,NA,NA,NA,NA,NA,NA,"N"
"g10169",1273,"scaffold_128",NA,NA,NA,NA,NA,NA,NA,"N"
"g1017",1712,"scaffold_197","GCM_DROME","A0A067RLT7","PF03615","GCM motif protein","IPR003902","Transcription regulator GCM domain","GO:0003677;GO:0006355","Y"
"g10170",1585,"scaffold_128","COG8_DROME","A0A067RM63","PF04124","Dor1-like family","IPR007255","Conserved oligomeric Golgi complex subunit 8","GO:0017119","Y"
"g10171",242,"scaffold_128",NA,NA,NA,NA,NA,NA,NA,"N"
"g10172",1593,"scaffold_128",NA,"A0A2J7R8N1","PF13927;PF00047","Immunoglobulin domain; Immunoglobulin domain","IPR013151","Immunoglobulin",NA,"Y"
"g10173",1933,"scaffold_128","OPS5_BEAB2","A0A067QPY0","PF07731;PF00394;PF07732","Multicopper oxidase; Multicopper oxidase; Multicopper oxidase","IPR011706;IPR001117;IPR011707","Multicopper oxidase, type 2; Multicopper oxidase, type 1; Multicopper oxidase, type 3","GO:0005507;GO:0016491;GO:0055114","Y"
"g10174",899,"scaffold_128",NA,NA,NA,NA,NA,NA,NA,"N"
"g10175",2031,"scaffold_128","LAC1_AGABI","A0A067QPY0","PF00394;PF07732;PF07731","Multicopper oxidase; Multicopper oxidase; Multicopper oxidase","IPR001117;IPR011707;IPR011706","Multicopper oxidase, type 1; Multicopper oxidase, type 3; Multicopper oxidase, type 2","GO:0055114;GO:0005507;GO:0016491","Y"
"g10176",1936,"scaffold_128","ASO_CUCSA","A0A067QPY0","PF07731;PF07732;PF00394","Multicopper oxidase; Multicopper oxidase; Multicopper oxidase","IPR011706;IPR011707;IPR001117","Multicopper oxidase, type 2; Multicopper oxidase, type 3; Multicopper oxidase, type 1","GO:0005507;GO:0016491;GO:0055114","Y"
"g10177",1936,"scaffold_128","OPS5_BEAB2","A0A067QPY0","PF00394;PF07732;PF07731","Multicopper oxidase; Multicopper oxidase; Multicopper oxidase","IPR001117;IPR011707;IPR011706","Multicopper oxidase, type 1; Multicopper oxidase, type 3; Multicopper oxidase, type 2","GO:0055114;GO:0005507;GO:0016491","Y"
"g10178",2783,"scaffold_128",NA,NA,NA,NA,NA,NA,NA,"N"
"g10179",1322,"scaffold_128",NA,NA,NA,NA,NA,NA,NA,"N"
"g1018",439,"scaffold_197",NA,NA,NA,NA,NA,NA,NA,"N"
"g10180",1954,"scaffold_128","LAC4_TRAVE","A0A067QPY0","PF07732;PF00394;PF07731","Multicopper oxidase; Multicopper oxidase; Multicopper oxidase","IPR011707;IPR001117;IPR011706","Multicopper oxidase, type 3; Multicopper oxidase, type 1; Multicopper oxidase, type 2","GO:0005507;GO:0055114;GO:0016491","Y"
"g10181",1960,"scaffold_128","OPS5_BEAB2","A0A067QPY0","PF07732;PF07731;PF00394","Multicopper oxidase; Multicopper oxidase; Multicopper oxidase","IPR011707;IPR011706;IPR001117","Multicopper oxidase, type 3; Multicopper oxidase, type 2; Multicopper oxidase, type 1","GO:0005507;GO:0016491;GO:0055114","Y"
"g10182",1957,"scaffold_128","ASO_CUCSA","A0A067QPY0","PF07731;PF07732;PF00394","Multicopper oxidase; Multicopper oxidase; Multicopper oxidase","IPR011706;IPR011707;IPR001117","Multicopper oxidase, type 2; Multicopper oxidase, type 3; Multicopper oxidase, type 1","GO:0005507;GO:0016491;GO:0055114","Y"
"g10183",927,"scaffold_128","PGAM1_CHICK","A0A0M4EQ67","PF00300","Histidine phosphatase superfamily (branch 1)","IPR013078","Histidine phosphatase superfamily, clade-1",NA,"Y"
"g10184",256,"scaffold_128",NA,NA,NA,NA,NA,NA,NA,"N"
"g10185",1546,"scaffold_128","BTBD3_CALJA","A0A2P8XGT9","PF00651;PF07707;PF08005","BTB/POZ domain; BTB And C-terminal Kelch; PHR domain","IPR000210;IPR011705;IPR012983","BTB/POZ domain; BTB/Kelch-associated; PHR","GO:0005515","Y"
"g10186",1079,"scaffold_128","RIBD_AQUAE","M9WWR0","PF01872;PF00383","RibD C-terminal domain; Cytidine and deoxycytidylate deaminase zinc-binding region","IPR002734;IPR002125","Bacterial bifunctional deaminase-reductase, C-terminal; Cytidine and deoxycytidylate deaminase domain","GO:0008703;GO:0009231;GO:0055114","Y"
"g10187",372,"scaffold_735",NA,NA,NA,NA,NA,NA,NA,"N"
"g10188",321,"scaffold_735",NA,NA,NA,NA,NA,NA,NA,"N"
"g10189",338,"scaffold_735",NA,NA,NA,NA,NA,NA,NA,"N"
"g1019",1005,"scaffold_197",NA,NA,NA,NA,NA,NA,NA,"N"
"g10190",543,"scaffold_735",NA,NA,NA,NA,NA,NA,NA,"N"
"g10191",2114,"scaffold_735",NA,NA,NA,NA,NA,NA,NA,"N"
"g10192",2782,"scaffold_72","BC11A_HUMAN","A0A067RGM8","PF00096","Zinc finger, C2H2 type","IPR013087","Zinc finger C2H2-type","GO:0003676","Y"
"g10193",271,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10194",3481,"scaffold_72",NA,"A0A0J7KBZ0","PF05585;PF05380;PF03564","Putative peptidase (DUF1758); Pao retrotransposon peptidase; Protein of unknown function (DUF1759)","IPR008737;IPR008042;IPR005312","Peptidase aspartic, putative; Retrotransposon, Pao; Protein of unknown function DUF1759",NA,"Y"
"g10195",837,"scaffold_72",NA,"A0A482X3S1",NA,NA,NA,NA,NA,"Y"
"g10196",628,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10197",259,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10198",391,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10199",320,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g102",198,"scaffold_360",NA,NA,"PF14604","Variant SH3 domain","IPR001452","SH3 domain","GO:0005515","Y"
"g1020",2042,"scaffold_197",NA,"A0A2J7QGP0","PF01302","CAP-Gly domain","IPR000938","CAP Gly-rich domain",NA,"Y"
"g10200",1132,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10201",1898,"scaffold_72","SYPM_MOUSE","A0A1W4WLN3","PF00067;PF03129;PF00587","Cytochrome P450; Anticodon binding domain; tRNA synthetase class II core domain (G, H, P, S and T)","IPR001128;IPR004154;IPR002314","Cytochrome P450; Anticodon-binding; Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)","GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0000166;GO:0004812;GO:0005524;GO:0006418","Y"
"g10202",791,"scaffold_72","CP4C1_BLADI","J9K4T9","PF00067","Cytochrome P450","IPR001128","Cytochrome P450","GO:0005506;GO:0016705;GO:0020037;GO:0055114","Y"
"g10203",1826,"scaffold_72","BTBD9_HUMAN","A0A2J7QLR2","PF00651;PF00754;PF07707","BTB/POZ domain; F5/8 type C domain; BTB And C-terminal Kelch","IPR000210;IPR000421;IPR011705","BTB/POZ domain; Coagulation factor 5/8 C-terminal domain; BTB/Kelch-associated","GO:0005515","Y"
"g10204",594,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10205",350,"scaffold_72","SMD2_CAEEL","A0A2J7QXR4","PF01423","LSM domain","IPR001163","LSM domain, eukaryotic/archaea-type",NA,"Y"
"g10206",958,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10207",541,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10208",239,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10209",1679,"scaffold_72","I2BP2_XENTR","D2A0C6","PF11261","Interferon regulatory factor 2-binding protein zinc finger","IPR022750","Interferon regulatory factor 2-binding protein 1 & 2, zinc finger",NA,"Y"
"g1021",358,"scaffold_197",NA,NA,NA,NA,NA,NA,NA,"N"
"g10210",769,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10211",1951,"scaffold_72","DNM1L_DANRE,DNM1L_HUMAN","A0A0M8ZZL6","PF00350;PF02212;PF01031","Dynamin family; Dynamin GTPase effector domain; Dynamin central region","IPR022812;IPR003130;IPR000375","Dynamin superfamily; Dynamin GTPase effector; Dynamin central domain","GO:0003924;GO:0005525","Y"
"g10212",1886,"scaffold_72","DNM1L_HUMAN","Q7PWP5","PF01031;PF02212;PF00350","Dynamin central region; Dynamin GTPase effector domain; Dynamin family","IPR000375;IPR003130;IPR022812","Dynamin central domain; Dynamin GTPase effector; Dynamin superfamily","GO:0005525;GO:0003924","Y"
"g10213",2196,"scaffold_72","PLK4_DROMO","T1IB56","PF18190;PF00069;PF18409","Polo-like Kinase 4 Polo Box 1; Protein kinase domain; Polo-like Kinase 4 Polo Box 2","IPR033699;IPR000719;IPR033698","Plk4, first cryptic polo-box domain; Protein kinase domain; Plk4, second cryptic polo-box domain","GO:0004672;GO:0005524;GO:0006468","Y"
"g10214",512,"scaffold_72",NA,NA,"PF00653","Inhibitor of Apoptosis domain","IPR001370","BIR repeat",NA,"Y"
"g10215",2148,"scaffold_72","BLMP1_CAEEL","A0A482V9J2","PF00856;PF00096","SET domain; Zinc finger, C2H2 type","IPR001214;IPR013087","SET domain; Zinc finger C2H2-type","GO:0005515;GO:0003676","Y"
"g10216",449,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10217",319,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10218",1369,"scaffold_72",NA,"F8L304","PF09820;PF08011","Predicted AAA-ATPase; PD-(D/E)XK nuclease superfamily","IPR018631;IPR012547","AAA-ATPase-like domain; PD-(D/E)XK nuclease superfamily 9",NA,"Y"
"g10219",2307,"scaffold_72","ORC3_RAT","A0A482X3Q7","PF07034;PF18137","Origin recognition complex (ORC) subunit 3 N-terminus; Origin recognition complex winged helix C-terminal","IPR020795;IPR040855","Origin recognition complex, subunit 3; ORC3, winged helix C-terminal","GO:0003677;GO:0005664;GO:0006260","Y"
"g1022",1408,"scaffold_197","CD5R1_BOVIN","A0A2J7RQU1","PF03261","Cyclin-dependent kinase 5 activator protein","IPR004944","Cyclin-dependent kinase 5 activator","GO:0016533;GO:0061575","Y"
"g10220",807,"scaffold_72",NA,NA,"PF00653","Inhibitor of Apoptosis domain","IPR001370","BIR repeat",NA,"Y"
"g10221",1408,"scaffold_72","BYN_DROME","A0A482VIM1","PF00907","T-box","IPR001699","Transcription factor, T-box","GO:0003700;GO:0005634;GO:0006355","Y"
"g10222",4078,"scaffold_72","RAD50_RAT","A0A067QZL2","PF04423;PF13476","Rad50 zinc hook motif; AAA domain","IPR013134;IPR038729","RAD50, zinc hook; Rad50/SbcC-type AAA domain",NA,"Y"
"g10223",611,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10224",886,"scaffold_72","ZSC31_HUMAN",NA,"PF00096;PF13912","Zinc finger, C2H2 type; C2H2-type zinc finger","IPR013087","Zinc finger C2H2-type","GO:0003676","Y"
"g10225",1848,"scaffold_72","PUS7_MOUSE","E0VTP6","PF01142","tRNA pseudouridine synthase D (TruD)","IPR001656","Pseudouridine synthase, TruD","GO:0001522;GO:0003723;GO:0009451;GO:0009982","Y"
"g10226",4294,"scaffold_72","CNKR3_HUMAN","J9LBS4","PF00595;PF00536;PF00169;PF10534","PDZ domain; SAM domain (Sterile alpha motif); PH domain; Connector enhancer of kinase suppressor of ras","IPR001478;IPR001660;IPR001849;IPR017874","PDZ domain; Sterile alpha motif domain; Pleckstrin homology domain; CRIC domain","GO:0005515","Y"
"g10227",1953,"scaffold_72","BRC1_DROME","A0A067R521","PF00096;PF00651;PF00071","Zinc finger, C2H2 type; BTB/POZ domain; Ras family","IPR013087;IPR000210;IPR001806","Zinc finger C2H2-type; BTB/POZ domain; Small GTPase","GO:0003676;GO:0005515;GO:0003924;GO:0005525","Y"
"g10228",305,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10229",1980,"scaffold_72","TM9S2_MOUSE","A0A182MRR2","PF02990","Endomembrane protein 70","IPR004240","Nonaspanin (TM9SF)","GO:0016021","Y"
"g1023",919,"scaffold_197","NDUF6_BOVIN","R4FK79","PF00494","Squalene/phytoene synthase",NA,NA,NA,"Y"
"g10230",1236,"scaffold_72","SNX6_MOUSE","A0A2J7Q7M1","PF00787;PF09325","PX domain; Vps5 C terminal like","IPR001683;IPR015404","Phox homologous domain; Sorting nexin Vps5-like, C-terminal","GO:0035091","Y"
"g10231",2471,"scaffold_72","PPAL_XENLA","A0A482X7K6","PF00328","Histidine phosphatase superfamily (branch 2)","IPR000560","Histidine phosphatase superfamily, clade-2",NA,"Y"
"g10232",1312,"scaffold_72","PPAP_BOVIN","A0A026WVD8","PF00328","Histidine phosphatase superfamily (branch 2)","IPR000560","Histidine phosphatase superfamily, clade-2",NA,"Y"
"g10233",1214,"scaffold_72","PPAL_RAT","A0A1S3CUB6","PF00328","Histidine phosphatase superfamily (branch 2)","IPR000560","Histidine phosphatase superfamily, clade-2",NA,"Y"
"g10234",1196,"scaffold_72","PPAP_BOVIN","A0A1S3CUB6","PF00328","Histidine phosphatase superfamily (branch 2)","IPR000560","Histidine phosphatase superfamily, clade-2",NA,"Y"
"g10235",2317,"scaffold_72","PPAL_MOUSE","A0A1B0GD38","PF00328","Histidine phosphatase superfamily (branch 2)","IPR000560","Histidine phosphatase superfamily, clade-2",NA,"Y"
"g10236",1235,"scaffold_72","PPAL_RAT","A0A1S3CUB6","PF00328","Histidine phosphatase superfamily (branch 2)","IPR000560","Histidine phosphatase superfamily, clade-2",NA,"Y"
"g10237",2401,"scaffold_72","NLGNX_HUMAN","A0A067QT42","PF00135","Carboxylesterase family","IPR002018","Carboxylesterase, type B",NA,"Y"
"g10238",554,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10239",1942,"scaffold_72",NA,NA,"PF12660;PF12657","Putative zinc-finger of transcription factor IIIC complex; Transcription factor IIIC subunit delta N-term","IPR024764;IPR024761","Transcription factor IIIC, putative zinc-finger; Transcription factor IIIC, 90kDa subunit, N-terminal",NA,"Y"
"g1024",283,"scaffold_197",NA,NA,NA,NA,NA,NA,NA,"N"
"g10240",315,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10241",248,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10242",429,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10243",309,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"g10244",872,"scaffold_72","PWP2_SCHPO","A0A067RUU4",NA,NA,NA,NA,NA,"Y"
"g10245",825,"scaffold_72","HUS1_HUMAN","A0A3Q0IZ33","PF04005","Hus1-like protein","IPR007150","Checkpoint protein Hus1/Mec3","GO:0000077;GO:0030896","Y"
"g10246",5555,"scaffold_72",NA,"A0A498NP60","PF03564;PF05380;PF05585","Protein of unknown function (DUF1759); Pao retrotransposon peptidase; Putative peptidase (DUF1758)","IPR005312;IPR008042;IPR008737","Protein of unknown function DUF1759; Retrotransposon, Pao; Peptidase aspartic, putative",NA,"Y"
"g10247",1543,"scaffold_72","KLC_DROME","A0A067QTL0","PF13374;PF13424","Tetratricopeptide repeat; Tetratricopeptide repeat",NA,NA,NA,"Y"
"g10248",2681,"scaffold_72",NA,"A0A2J7QX73","PF12796;PF02838","Ankyrin repeats (3 copies); Glycosyl hydrolase family 20, domain 2","IPR020683;IPR015882","Ankyrin repeat-containing domain; Beta-hexosaminidase, bacterial type, N-terminal",NA,"Y"
"g10249",202,"scaffold_1355",NA,NA,NA,NA,NA,NA,NA,"N"
"g1025",665,"scaffold_197","RWDD1_MOUSE","J9JMP3","PF05773","RWD domain","IPR006575","RWD domain","GO:0005515","Y"
"g10250",295,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10251",491,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10252",3885,"scaffold_150","DISC_DROME","D6W8F4",NA,NA,NA,NA,NA,"Y"
"g10253",904,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10254",395,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10255",236,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10256",1792,"scaffold_150","RPN1_MACFA","R4FP91","PF04597","Ribophorin I","IPR007676","Ribophorin I","GO:0004579;GO:0005783;GO:0006486;GO:0016021","Y"
"g10257",855,"scaffold_150","ACES_LEPDE","T1HG41","PF00135","Carboxylesterase family","IPR002018","Carboxylesterase, type B",NA,"Y"
"g10258",2330,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10259",2055,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g1026",901,"scaffold_197",NA,"A0A482WQ95",NA,NA,NA,NA,NA,"Y"
"g10260",377,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10261",1224,"scaffold_150","ACES_LEPDE","A0A482XQW1","PF00135","Carboxylesterase family","IPR002018","Carboxylesterase, type B",NA,"Y"
"g10262",2050,"scaffold_150","CMC_DROME","J9JM75","PF00153;PF13202","Mitochondrial carrier protein; EF hand","IPR018108;IPR002048","Mitochondrial substrate/solute carrier; EF-hand domain","GO:0005509","Y"
"g10263",1098,"scaffold_150","AAR2_BOVIN","A0A067RAK2","PF05282","AAR2 protein","IPR007946","A1 cistron-splicing factor, AAR2",NA,"Y"
"g10264",1390,"scaffold_150",NA,"D6W8Z1",NA,NA,NA,NA,NA,"Y"
"g10265",2704,"scaffold_150",NA,"A0A067R6B0",NA,NA,NA,NA,NA,"Y"
"g10266",398,"scaffold_150","RS24_SPOFR","J9K945","PF01282","Ribosomal protein S24e","IPR001976","Ribosomal protein S24e","GO:0003735;GO:0005840;GO:0006412","Y"
"g10267",631,"scaffold_150","SC11A_MOUSE","A0A0L7RHP6","PF00717","Peptidase S24-like","IPR015927","Peptidase S24/S26A/S26B/S26C",NA,"Y"
"g10268",1055,"scaffold_150","DCUP_DROME","A0A1S3DK64","PF01208","Uroporphyrinogen decarboxylase (URO-D)","IPR000257","Uroporphyrinogen decarboxylase (URO-D)","GO:0004853;GO:0006779","Y"
"g10269",401,"scaffold_150","DNJA1_HUMAN","A0A2J7RAH7","PF01556;PF00226;PF00684","DnaJ C terminal domain; DnaJ domain; DnaJ central domain","IPR002939;IPR001623;IPR001305","Chaperone DnaJ, C-terminal; DnaJ domain; Heat shock protein DnaJ, cysteine-rich domain","GO:0031072;GO:0051082","Y"
"g1027",373,"scaffold_197",NA,NA,NA,NA,NA,NA,NA,"N"
"g10270",912,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10271",350,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10272",1840,"scaffold_150",NA,NA,"PF03732","Retrotransposon gag protein","IPR005162","Retrotransposon gag domain",NA,"Y"
"g10273",305,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10274",244,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10275",455,"scaffold_150",NA,"A0A0J7KA95",NA,NA,NA,NA,NA,"Y"
"g10276",6045,"scaffold_150",NA,"A0A482X5N1",NA,NA,NA,NA,NA,"Y"
"g10277",932,"scaffold_150","HOGA1_XENLA","J9LB65","PF00701","Dihydrodipicolinate synthetase family","IPR002220","DapA-like","GO:0016829","Y"
"g10278",959,"scaffold_150","HOGA1_DANRE","J9LB65","PF00701","Dihydrodipicolinate synthetase family","IPR002220","DapA-like","GO:0016829","Y"
"g10279",2259,"scaffold_150","M10B1_DANRE","A0A2J7QS54","PF13087;PF13086","AAA domain; AAA domain","IPR041679;IPR041677","DNA2/NAM7 helicase-like, AAA domain; DNA2/NAM7 helicase, AAA domain",NA,"Y"
"g1028",383,"scaffold_197",NA,NA,NA,NA,NA,NA,NA,"N"
"g10280",2244,"scaffold_150","M10B1_DANRE","E7FAV9","PF13087;PF13086","AAA domain; AAA domain","IPR041679;IPR041677","DNA2/NAM7 helicase-like, AAA domain; DNA2/NAM7 helicase, AAA domain",NA,"Y"
"g10281",2432,"scaffold_150","MOCO2_CULQU","T1HNR8","PF03473;PF00266;PF03476","MOSC domain; Aminotransferase class-V; MOSC N-terminal beta barrel domain","IPR005302;IPR000192;IPR005303","Molybdenum cofactor sulfurase, C-terminal; Aminotransferase class V domain; MOSC, N-terminal beta barrel","GO:0003824;GO:0030151;GO:0030170","Y"
"g10282",1123,"scaffold_150",NA,"A0A3B0K5N8",NA,NA,NA,NA,NA,"Y"
"g10283",2795,"scaffold_150","ZN569_MOUSE",NA,"PF00096;PF13912;PF12171","Zinc finger, C2H2 type; C2H2-type zinc finger; Zinc-finger double-stranded RNA-binding","IPR013087;IPR022755","Zinc finger C2H2-type; Zinc finger, double-stranded RNA binding","GO:0003676","Y"
"g10284",1868,"scaffold_150",NA,NA,"PF00096","Zinc finger, C2H2 type","IPR013087","Zinc finger C2H2-type","GO:0003676","Y"
"g10285",419,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10286",437,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10287",301,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10288",383,"scaffold_150",NA,NA,NA,NA,NA,NA,NA,"N"
"g10289",3152,"scaffold_689",NA,"J9LF57","PF03184","DDE superfamily endonuclease","IPR004875","DDE superfamily endonuclease domain","GO:0003676","Y"
"g1029",1433,"scaffold_197","TCAIM_MOUSE","A0A2J7RQ39","PF14687;PF14688","Domain of unknown function (DUF4460); Domain of unknown function (DUF4461)","IPR028031;IPR027989","Domain of unknown function DUF4460; Domain of unknown function DUF4461",NA,"Y"
"g10290",1301,"scaffold_689",NA,NA,NA,NA,NA,NA,NA,"N"
"g10291",494,"scaffold_689",NA,NA,NA,NA,NA,NA,NA,"N"
"g10292",2090,"scaffold_689",NA,"A0A139WPG8","PF17921","Integrase zinc binding domain","IPR041588","Integrase zinc-binding domain",NA,"Y"
"g10293",673,"scaffold_689",NA,NA,NA,NA,NA,NA,NA,"N"
"g10294",856,"scaffold_1090","O16G_BACCE","J9K4K7","PF00128","Alpha amylase, catalytic domain","IPR006047","Glycosyl hydrolase, family 13, catalytic domain","GO:0003824;GO:0005975","Y"
"g10295",217,"scaffold_1090",NA,NA,NA,NA,NA,NA,NA,"N"
"g10296",310,"scaffold_652",NA,NA,NA,NA,NA,NA,NA,"N"
"g10297",1727,"scaffold_652",NA,NA,NA,NA,NA,NA,NA,"N"
"g10298",1457,"scaffold_652",NA,"J9K488","PF06585;PF16984","Haemolymph juvenile hormone binding protein (JHBP); Group 7 allergen","IPR010562;IPR020234","Haemolymph juvenile hormone binding; Mite allergen, group-7",NA,"Y"
"g10299",196,"scaffold_652",NA,NA,NA,NA,NA,NA,NA,"N"
"g103",848,"scaffold_360",NA,NA,NA,NA,NA,NA,NA,"N"
"g1030",791,"scaffold_197",NA,NA,"PF06058","Dcp1-like decapping family","IPR010334","mRNA-decapping enzyme subunit 1","GO:0000290;GO:0008047;GO:0043085","Y"
"g10300",702,"scaffold_652",NA,NA,"PF00011","Hsp20/alpha crystallin family","IPR002068","Alpha crystallin/Hsp20 domain",NA,"Y"
"g10301",1393,"scaffold_652",NA,"A0A482XFZ7","PF06585","Haemolymph juvenile hormone binding protein (JHBP)","IPR010562","Haemolymph juvenile hormone binding",NA,"Y"
"g10302",2122,"scaffold_652","ACBG2_XENLA","J9JZ72","PF00501","AMP-binding enzyme","IPR000873","AMP-dependent synthetase/ligase","GO:0003824","Y"
"g10303",964,"scaffold_652","GOLP3_DROME","A0A1W4WZE5","PF05719","Golgi phosphoprotein 3 (GPP34)","IPR008628","Golgi phosphoprotein 3-like","GO:0070273","Y"
"g10304",1228,"scaffold_652",NA,NA,NA,NA,NA,NA,NA,"N"
"g10305",850,"scaffold_652",NA,"A0A2J7R7U8","PF15998","Domain of unknown function (DUF4773)","IPR031941","Domain of unknown function DUF4773",NA,"Y"
"g10306",274,"scaffold_765",NA,NA,NA,NA,NA,NA,NA,"N"
"g10307",1712,"scaffold_765","MAL1_DROVI","A0A482WPG2","PF00128","Alpha amylase, catalytic domain","IPR006047","Glycosyl hydrolase, family 13, catalytic domain","GO:0003824;GO:0005975","Y"
"g10308",1712,"scaffold_765","MAL1_DROVI","J9K803","PF00128","Alpha amylase, catalytic domain","IPR006047","Glycosyl hydrolase, family 13, catalytic domain","GO:0003824;GO:0005975","Y"
"g10309",1712,"scaffold_765","MAL2_DROVI","J9K803","PF00128","Alpha amylase, catalytic domain","IPR006047","Glycosyl hydrolase, family 13, catalytic domain","GO:0003824;GO:0005975","Y"
"g1031",1568,"scaffold_197","FA98A_RAT","A0A2J7PH46","PF10215;PF10239","Oligosaccaryltransferase; Protein of unknown function (DUF2465)","IPR018943;IPR018797","Oligosaccaryltransferase; FAM98",NA,"Y"
"g10310",471,"scaffold_765","IMA5_YEAST","A0A226EIZ6","PF00128","Alpha amylase, catalytic domain","IPR006047","Glycosyl hydrolase, family 13, catalytic domain","GO:0003824;GO:0005975","Y"
