"gene","gene_len","seq","blast","diamond","interpro","anno"
"g10282",1123,"scaffold_150",NA,"A0A3B0K5N8",NA,"Y"
"g10283",2795,"scaffold_150","ZN569_MOUSE",NA,"Zinc finger, C2H2 type,C2H2-type zinc finger,Zinc-finger double-stranded RNA-binding","Y"
"g10284",1868,"scaffold_150",NA,NA,"Zinc finger, C2H2 type","Y"
"g10285",419,"scaffold_150",NA,NA,NA,"N"
"g10286",437,"scaffold_150",NA,NA,NA,"N"
"g10287",301,"scaffold_150",NA,NA,NA,"N"
"g10288",383,"scaffold_150",NA,NA,NA,"N"
"g10289",3152,"scaffold_689",NA,"J9LF57","DDE superfamily endonuclease","Y"
"g1029",1433,"scaffold_197","TCAIM_MOUSE","A0A2J7RQ39","Domain of unknown function (DUF4460),Domain of unknown function (DUF4461)","Y"
"g10290",1301,"scaffold_689",NA,NA,NA,"N"
"g10291",494,"scaffold_689",NA,NA,NA,"N"
"g10292",2090,"scaffold_689",NA,"A0A139WPG8","Integrase zinc binding domain","Y"
"g10293",673,"scaffold_689",NA,NA,NA,"N"
"g10294",856,"scaffold_1090","O16G_BACCE","J9K4K7","Alpha amylase, catalytic domain","Y"
"g10295",217,"scaffold_1090",NA,NA,NA,"N"
"g10296",310,"scaffold_652",NA,NA,NA,"N"
"g10297",1727,"scaffold_652",NA,NA,NA,"N"
"g10298",1457,"scaffold_652",NA,"J9K488","Haemolymph juvenile hormone binding protein (JHBP),Group 7 allergen","Y"
"g10299",196,"scaffold_652",NA,NA,NA,"N"
"g103",848,"scaffold_360",NA,NA,NA,"N"
"g1030",791,"scaffold_197",NA,NA,"Dcp1-like decapping family","Y"
"g10300",702,"scaffold_652",NA,NA,"Hsp20/alpha crystallin family","Y"
"g10301",1393,"scaffold_652",NA,"A0A482XFZ7","Haemolymph juvenile hormone binding protein (JHBP)","Y"
"g10302",2122,"scaffold_652","ACBG2_XENLA","J9JZ72","AMP-binding enzyme","Y"
"g10303",964,"scaffold_652","GOLP3_DROME","A0A1W4WZE5","Golgi phosphoprotein 3 (GPP34)","Y"
"g10304",1228,"scaffold_652",NA,NA,NA,"N"
"g10305",850,"scaffold_652",NA,"A0A2J7R7U8","Domain of unknown function (DUF4773)","Y"
"g10306",274,"scaffold_765",NA,NA,NA,"N"
"g10307",1712,"scaffold_765","MAL1_DROVI","A0A482WPG2","Alpha amylase, catalytic domain","Y"
"g10308",1712,"scaffold_765","MAL1_DROVI","J9K803","Alpha amylase, catalytic domain","Y"
"g10309",1712,"scaffold_765","MAL2_DROVI","J9K803","Alpha amylase, catalytic domain","Y"
"g1031",1568,"scaffold_197","FA98A_RAT","A0A2J7PH46","Oligosaccaryltransferase,Protein of unknown function (DUF2465)","Y"
"g10310",471,"scaffold_765","IMA5_YEAST","A0A226EIZ6","Alpha amylase, catalytic domain","Y"
"g10311",630,"scaffold_854",NA,NA,NA,"N"
"g10312",392,"scaffold_854",NA,NA,NA,"N"
"g10313",432,"scaffold_854",NA,NA,NA,"N"
"g10314",278,"scaffold_715",NA,NA,NA,"N"
"g10315",1201,"scaffold_715","BCAT1_SHEEP","A0A067RV27","Amino-transferase class IV","Y"
"g10316",544,"scaffold_715",NA,NA,NA,"N"
"g10317",1551,"scaffold_715",NA,NA,"DNA/RNA non-specific endonuclease","Y"
"g10318",1862,"scaffold_715",NA,"A0A2J7PDU1",NA,"Y"
"g10319",492,"scaffold_259","PTH2_BOVIN",NA,"Peptidyl-tRNA hydrolase PTH2","Y"
"g1032",1881,"scaffold_197","AJUBA_DROME","A0A482X4M7","LIM domain","Y"
"g10320",838,"scaffold_259","EIF3G_AEDAE","D6X2C9","Eukaryotic translation initiation factor 3 subunit G,RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"g10321",1356,"scaffold_259","SKP2_HUMAN","A0A2J7PMV9","F-box-like","Y"
"g10322",434,"scaffold_259",NA,NA,NA,"N"
"g10323",2852,"scaffold_259",NA,"J9LYC7","Integrase zinc binding domain,Integrase core domain,RNase H","Y"
"g10324",1147,"scaffold_259",NA,NA,"MRN-interacting protein","Y"
"g10325",996,"scaffold_259",NA,NA,"Domain of unknown function (DUF4477)","Y"
"g10326",1334,"scaffold_259","DUSK3_DROME","E0VAX6","Rhodanese-like domain,Dual specificity phosphatase, catalytic domain","Y"
"g10327",2850,"scaffold_259","ABCG8_RAT","A0A482WSN1","ABC transporter,ABC-2 type transporter","Y"
"g10328",1922,"scaffold_259","ABCG5_HUMAN","A0A482WTK8","ABC transporter,ABC-2 type transporter","Y"
"g10329",5655,"scaffold_259","RICTR_HUMAN","A0A2J7QMT8","Rapamycin-insensitive companion of mTOR RasGEF_N domain,Rapamycin-insensitive companion of mTOR, domain 5,Rapamycin-insensitive companion of mTOR, middle domain,Rapamycin-insensitive companion of mTOR, N-term","Y"
"g1033",1649,"scaffold_197","STAM1_HUMAN","A0A2J7RB01","VHS domain,SH3 domain","Y"
"g10330",639,"scaffold_259","CNO6L_MOUSE",NA,"Leucine rich repeat","Y"
"g10331",1403,"scaffold_259",NA,NA,NA,"N"
"g10332",379,"scaffold_259",NA,NA,NA,"N"
"g10333",287,"scaffold_259",NA,NA,NA,"N"
"g10334",1063,"scaffold_259",NA,NA,NA,"N"
"g10335",214,"scaffold_259",NA,NA,NA,"N"
"g10336",1182,"scaffold_259","CNOT6_HUMAN","A0A482XN92","Endonuclease/Exonuclease/phosphatase family","Y"
"g10337",738,"scaffold_259","IDLC_RAT","U4ULL9","Axonemal dynein light chain","Y"
"g10338",243,"scaffold_259",NA,NA,NA,"N"
"g10339",1250,"scaffold_259",NA,NA,"THAP domain","Y"
"g1034",277,"scaffold_197","S61G1_GRYOR","G1K0D5","SecE/Sec61-gamma subunits of protein translocation complex","Y"
"g10340",7517,"scaffold_259","LAP4_DROME","A0A2J7QRC5,T1I085","PDZ domain,Leucine rich repeat","Y"
"g10341",1827,"scaffold_593","BECN1_DROME","A0A2J7Q2G3","Apg6 BARA domain,NADH ubiquinone oxidoreductase subunit NDUFA12,Apg6 coiled-coil region","Y"
"g10342",1531,"scaffold_593",NA,NA,NA,"N"
"g10343",654,"scaffold_593",NA,NA,NA,"N"
"g10344",2070,"scaffold_593",NA,"A0A1S3CTR0","Chitin binding Peritrophin-A domain","Y"
"g10345",618,"scaffold_593",NA,"A0A3Q0IJD6","Chitin binding Peritrophin-A domain","Y"
"g10346",224,"scaffold_593",NA,NA,NA,"N"
"g10347",4802,"scaffold_593",NA,"A0A067QWN7","Tudor domain","Y"
"g10348",451,"scaffold_1571",NA,NA,NA,"N"
"g10349",1170,"scaffold_159",NA,NA,NA,"N"
"g1035",1682,"scaffold_197","CDC23_BOVIN","A0A482WWK0","Anaphase promoting complex subunit 8 / Cdc23,Tetratricopeptide repeat","Y"
"g10350",5634,"scaffold_159",NA,"A0A3Q0JHJ8","MULE transposase domain,GDSL-like Lipase/Acylhydrolase family","Y"
"g10351",650,"scaffold_159","RL13_SPOFR","A0A1S3CX58","Ribosomal protein L13e","Y"
"g10352",434,"scaffold_159","DUT_RAT","A0A1S3DDU0","dUTPase","Y"
"g10353",1305,"scaffold_159","EXU_DROVI","J9JXF7","Exuperantia SAM-like domain","Y"
"g10354",385,"scaffold_159","RPB9_DROME","A0A087ZNK3","Transcription factor S-II (TFIIS),RNA polymerases M/15 Kd subunit","Y"
"g10355",1372,"scaffold_159","ARMC6_DROME","A0A067RF47",NA,"Y"
"g10356",1456,"scaffold_159","NR2E3_BOVIN","E0VAJ1","Zinc finger, C4 type (two domains),Ligand-binding domain of nuclear hormone receptor","Y"
"g10357",260,"scaffold_159",NA,NA,NA,"N"
"g10358",130,"scaffold_159",NA,NA,NA,"N"
"g10359",840,"scaffold_159","UTP11_HUMAN","C4WYC0","Utp11 protein","Y"
"g1036",2932,"scaffold_197","AAPK2_PIG","F4WKU5","Tetratricopeptide repeat,DnaJ domain,Adenylate sensor of SNF1-like protein kinase,TPR repeat,Protein kinase domain","Y"
"g10360",1186,"scaffold_159",NA,NA,NA,"N"
"g10361",1076,"scaffold_159","RU17_DROME","A0A1I8M4W9","U1 small nuclear ribonucleoprotein of 70kDa MW N terminal,RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"g10362",1373,"scaffold_159","EFTU_MOUSE","A0A0M3QVH9","Elongation factor Tu GTP binding domain,Elongation factor Tu domain 2,Elongation factor Tu C-terminal domain","Y"
"g10363",2673,"scaffold_159","PDPR_BOVIN","J9JRD9","FAD dependent oxidoreductase,Aminomethyltransferase folate-binding domain,Glycine cleavage T-protein C-terminal barrel domain,FAD dependent oxidoreductase central domain","Y"
"g10364",423,"scaffold_159",NA,NA,NA,"N"
"g10365",258,"scaffold_159",NA,NA,NA,"N"
"g10366",258,"scaffold_159",NA,NA,NA,"N"
"g10367",216,"scaffold_159",NA,NA,NA,"N"
"g10368",252,"scaffold_159",NA,NA,NA,"N"
"g10369",252,"scaffold_159",NA,NA,NA,"N"
"g1037",266,"scaffold_197",NA,NA,NA,"N"
"g10370",204,"scaffold_159",NA,NA,NA,"N"
"g10371",1237,"scaffold_159","PRS6B_MANSE","E0VLH1","AAA+ lid domain,Proteasomal ATPase OB C-terminal domain,ATPase family associated with various cellular activities (AAA)","Y"
"g10372",447,"scaffold_159",NA,NA,NA,"N"
"g10373",620,"scaffold_159",NA,NA,NA,"N"
"g10374",1642,"scaffold_159","MST_DROME","A0A067RA77","Misato Segment II tubulin-like domain,Tubulin domain","Y"
"g10375",3831,"scaffold_159",NA,NA,NA,"N"
"g10376",816,"scaffold_159",NA,NA,NA,"N"
"g10377",630,"scaffold_159",NA,NA,NA,"N"
"g10378",1287,"scaffold_159",NA,NA,NA,"N"
"g10379",503,"scaffold_159","BORC8_DROME","E0VCU2,A0A2J7PMJ1","BLOC-1-related complex sub-unit 8","Y"
"g1038",1132,"scaffold_197",NA,"A0A482VLG0","Anaphase promoting complex subunit 8 / Cdc23","Y"
"g10380",3325,"scaffold_159","JAK_DROME","A0A1W4XLI2","FERM F1 ubiquitin-like domain,Protein tyrosine kinase,SH2 domain,Jak1 pleckstrin homology-like domain","Y"
"g10381",734,"scaffold_159","MACD2_XENLA","A0A482XG15","Macro domain","Y"
"g10382",410,"scaffold_159",NA,NA,NA,"N"
"g10383",1267,"scaffold_159","SIX4_MOUSE","A0A0J7P5E6","Transcriptional regulator, SIX1, N-terminal SD domain,Homeodomain","Y"
"g10384",1812,"scaffold_159",NA,NA,NA,"N"
"g10385",572,"scaffold_159",NA,NA,NA,"N"
"g10386",1117,"scaffold_159",NA,NA,NA,"N"
"g10387",362,"scaffold_159",NA,NA,NA,"N"
"g10388",608,"scaffold_159",NA,NA,NA,"N"
"g10389",24470,"scaffold_159","UNC22_CAEEL","J9JKL8","Fibronectin type III domain,Protein kinase domain,Immunoglobulin I-set domain","Y"
"g1039",2740,"scaffold_197",NA,"A0A151I6H7","Putative peptidase (DUF1758),Protein of unknown function (DUF1759)","Y"
"g10390",1188,"scaffold_159","C3390_DROME","X1WIY6","beta-glucosidase 2, glycosyl-hydrolase family 116 N-term","Y"
"g10391",1410,"scaffold_159","GBA2_RAT","E0VQ36","Glycosyl-hydrolase family 116, catalytic region","Y"
"g10392",242,"scaffold_159",NA,NA,NA,"N"
"g10393",1184,"scaffold_159",NA,"A0A0R3Q9H8","hAT family C-terminal dimerisation region,DNA polymerase type B, organellar and viral","Y"
"g10394",313,"scaffold_159",NA,NA,NA,"N"
"g10395",507,"scaffold_159",NA,NA,NA,"N"
"g10396",668,"scaffold_159",NA,NA,NA,"N"
"g10397",215,"scaffold_159",NA,NA,NA,"N"
"g10398",5771,"scaffold_159","PLXB_DROME","A0A482X5Q4","Sema domain,Plexin repeat,TIG domain,TIG domain found in plexin,IPT/TIG domain,Plexin cytoplasmic RasGAP domain","Y"
"g10399",291,"scaffold_159",NA,NA,NA,"N"
"g104",217,"scaffold_360",NA,NA,NA,"N"
"g1040",3240,"scaffold_197","EDC4_RAT","A0A2J7QWF5","WD40 region of Ge1, enhancer of mRNA-decapping protein","Y"
"g10400",1177,"scaffold_159","G3ST3_MOUSE","T1HAU9","Galactose-3-O-sulfotransferase","Y"
"g10401",528,"scaffold_159",NA,NA,NA,"N"
"g10402",311,"scaffold_159",NA,NA,NA,"N"
"g10403",299,"scaffold_159",NA,NA,NA,"N"
"g10404",255,"scaffold_517",NA,NA,NA,"N"
"g10405",805,"scaffold_517",NA,NA,"Polyprenyl synthetase","Y"
"g10406",276,"scaffold_1091",NA,NA,NA,"N"
"g10407",248,"scaffold_1376",NA,NA,NA,"N"
"g10408",199,"scaffold_1376",NA,NA,NA,"N"
"g10409",674,"scaffold_1030",NA,NA,NA,"N"
"g1041",736,"scaffold_197","UTP23_HUMAN","C4WXU5","Fcf1","Y"
"g10410",814,"scaffold_1030",NA,NA,NA,"N"
"g10411",1112,"scaffold_509",NA,NA,NA,"N"
"g10412",756,"scaffold_509","5HT1R_DROME","A0A482X8L7","7 transmembrane receptor (rhodopsin family)","Y"
"g10413",1351,"scaffold_509",NA,NA,NA,"N"
"g10414",995,"scaffold_509",NA,NA,NA,"N"
"g10415",275,"scaffold_509",NA,NA,NA,"N"
"g10416",424,"scaffold_509",NA,NA,NA,"N"
"g10417",429,"scaffold_509",NA,NA,NA,"N"
"g10418",205,"scaffold_509",NA,NA,NA,"N"
"g10419",268,"scaffold_509",NA,NA,NA,"N"
"g1042",2222,"scaffold_197","CSRN2_MOUSE","A0A1W4X8Q7","Cysteine/serine-rich nuclear protein N-terminus","Y"
"g10420",175,"scaffold_23",NA,NA,NA,"N"
"g10421",1017,"scaffold_23","PRP18_RAT","A0A0L7QPF7","Prp18 domain,pre-mRNA processing factor 4 (PRP4) like","Y"
"g10422",836,"scaffold_23","P5CR_METAC","A0A2J7QRD1","Pyrroline-5-carboxylate reductase dimerisation,NADP oxidoreductase coenzyme F420-dependent","Y"
"g10423",1111,"scaffold_23","A16L1_MOUSE","A0A482VZA4","WD domain, G-beta repeat,Autophagy protein 16 (ATG16)","Y"
"g10424",2067,"scaffold_23",NA,"J9KAI5","PAN domain","Y"
"g10425",251,"scaffold_23",NA,NA,NA,"N"
"g10426",269,"scaffold_23",NA,NA,NA,"N"
"g10427",200,"scaffold_23",NA,NA,NA,"N"
"g10428",247,"scaffold_23",NA,NA,NA,"N"
"g10429",421,"scaffold_23",NA,NA,NA,"N"
"g1043",1440,"scaffold_197","FKBP6_BOVIN","A0A482WSB5","FKBP-type peptidyl-prolyl cis-trans isomerase","Y"
"g10430",447,"scaffold_23",NA,NA,NA,"N"
"g10431",197,"scaffold_23",NA,NA,NA,"N"
"g10432",346,"scaffold_23",NA,NA,NA,"N"
"g10433",483,"scaffold_23",NA,NA,NA,"N"
"g10434",429,"scaffold_23",NA,NA,NA,"N"
"g10435",2410,"scaffold_23",NA,NA,NA,"N"
"g10436",2267,"scaffold_23",NA,NA,NA,"N"
"g10437",884,"scaffold_23","ATG16_XENTR","X1WRN6","WD domain, G-beta repeat","Y"
"g10438",722,"scaffold_23",NA,NA,NA,"N"
"g10439",295,"scaffold_23",NA,NA,NA,"N"
"g1044",2419,"scaffold_197","HS74L_MOUSE","A0A2J7QEY4","Hsp70 protein","Y"
"g10440",236,"scaffold_23",NA,NA,NA,"N"
"g10441",733,"scaffold_23",NA,NA,"Fibroblast growth factor","Y"
"g10442",935,"scaffold_23","TNNI_DROME","A0A3S2NT05,A0A182GKF6","Troponin","Y"
"g10443",1660,"scaffold_23",NA,"J9JSB2","Domain of unknown function (DUF4789)","Y"
"g10444",230,"scaffold_23",NA,NA,NA,"N"
"g10445",212,"scaffold_23",NA,NA,NA,"N"
"g10446",254,"scaffold_23",NA,NA,NA,"N"
"g10447",1388,"scaffold_23",NA,NA,NA,"N"
"g10448",269,"scaffold_23",NA,NA,NA,"N"
"g10449",1195,"scaffold_23",NA,NA,"Aspartyl protease","Y"
"g1045",801,"scaffold_197",NA,"R4FLA4",NA,"Y"
"g10450",256,"scaffold_23",NA,NA,NA,"N"
"g10451",265,"scaffold_23",NA,NA,NA,"N"
"g10452",268,"scaffold_23",NA,NA,NA,"N"
"g10453",283,"scaffold_23",NA,NA,NA,"N"
"g10454",250,"scaffold_23",NA,NA,NA,"N"
"g10455",253,"scaffold_23",NA,NA,NA,"N"
"g10456",376,"scaffold_23",NA,"X1WID9",NA,"Y"
"g10457",295,"scaffold_23",NA,NA,NA,"N"
"g10458",2211,"scaffold_23",NA,"A0A261DD54","Predicted AAA-ATPase","Y"
"g10459",469,"scaffold_23",NA,NA,NA,"N"
"g1046",356,"scaffold_197","RL36_DROME","A0A2J7R527","Ribosomal protein L36e","Y"
"g10460",1753,"scaffold_23",NA,NA,"Predicted AAA-ATPase","Y"
"g10461",2238,"scaffold_23",NA,"A0A261DD54","Predicted AAA-ATPase","Y"
"g10462",1021,"scaffold_23",NA,NA,NA,"N"
"g10463",461,"scaffold_23",NA,"X1WID9","CD80-like C2-set immunoglobulin domain","Y"
"g10464",1240,"scaffold_23",NA,"J9M4N0","Domain of unknown function (DUF4779)","Y"
"g10465",211,"scaffold_23",NA,NA,NA,"N"
"g10466",359,"scaffold_23",NA,NA,NA,"N"
"g10467",855,"scaffold_23","FACE2_DROME","A0A088A0I3","CPBP intramembrane metalloprotease","Y"
"g10468",2932,"scaffold_23","FBX11_MOUSE","A0A1W4WWX3","Periplasmic copper-binding protein (NosD),Right handed beta helix region,Putative zinc finger in N-recognin (UBR box),F-box-like","Y"
"g10469",611,"scaffold_23",NA,NA,NA,"N"
"g1047",1406,"scaffold_197","PPM1L_HUMAN","A0A2P8Y7P6","Protein phosphatase 2C","Y"
"g10470",1082,"scaffold_23",NA,NA,NA,"N"
"g10471",5388,"scaffold_23","ECM29_HUMAN","A0A067QU84","Proteasome stabiliser","Y"
"g10472",594,"scaffold_23",NA,NA,"Ubiquitin interaction motif","Y"
"g10473",519,"scaffold_23",NA,NA,NA,"N"
"g10474",751,"scaffold_23","CNEPA_DANRE","E2B029","NLI interacting factor-like phosphatase","Y"
"g10475",1170,"scaffold_23","PSMD4_DROME","K7J4V0","Ubiquitin interaction motif,von Willebrand factor type A domain","Y"
"g10476",3986,"scaffold_23","COPIA_DROME","A0A2I0B6L3","GAG-pre-integrase domain,Reverse transcriptase (RNA-dependent DNA polymerase),Integrase core domain","Y"
"g10477",1796,"scaffold_23","TRYP_ASTAS","A0A2J7RBN4","Trypsin","Y"
"g10478",944,"scaffold_23",NA,NA,NA,"N"
"g10479",247,"scaffold_23",NA,NA,NA,"N"
"g1048",952,"scaffold_197","SHLB1_MOUSE","A0A2J7RKY1","BAR domain","Y"
"g10480",1382,"scaffold_23","GPR83_MOUSE","A0A482WTG9","7 transmembrane receptor (rhodopsin family)","Y"
"g10481",271,"scaffold_23",NA,NA,NA,"N"
"g10482",1102,"scaffold_23",NA,NA,NA,"N"
"g10483",204,"scaffold_23",NA,NA,NA,"N"
"g10484",551,"scaffold_23",NA,NA,NA,"N"
"g10485",593,"scaffold_23",NA,"J9LJC3","hAT family C-terminal dimerisation region","Y"
"g10486",675,"scaffold_23",NA,NA,"Protein of unknown function (DUF 659)","Y"
"g10487",1121,"scaffold_23",NA,"A0A151JA73","hAT family C-terminal dimerisation region","Y"
"g10488",1357,"scaffold_23",NA,"F4WIG6","Peptidase family M13","Y"
"g10489",1653,"scaffold_23","GTR1_PIG","A0A151XAA9,A0A195BC83","Sugar (and other) transporter","Y"
"g1049",1320,"scaffold_197","ITPA_CIOIN","A0A1S3DT68","Ham1 family,PAP2 superfamily","Y"
"g10490",2815,"scaffold_23","ARHG7_HUMAN","D6WJR2","PH domain,RhoGEF domain,Variant SH3 domain","Y"
"g10491",946,"scaffold_23",NA,"A0A195C2I7","Protein of unknown function (DUF1676)","Y"
"g10492",739,"scaffold_23",NA,NA,"Protein of unknown function (DUF1676)","Y"
"g10493",352,"scaffold_23",NA,NA,NA,"N"
"g10494",284,"scaffold_23",NA,NA,NA,"N"
"g10495",395,"scaffold_23","AUB_DROME","A0A2J7QB22","Piwi domain","Y"
"g10496",646,"scaffold_23",NA,NA,NA,"N"
"g10497",1770,"scaffold_23",NA,NA,NA,"N"
"g10498",1399,"scaffold_825","TRET1_CULQU","A0A2J7PYS8","Sugar (and other) transporter","Y"
"g10499",1114,"scaffold_825",NA,"A0A482XL97","Uncharacterized protein conserved in bacteria (DUF2236)","Y"
"g105",399,"scaffold_360",NA,NA,NA,"N"
"g1050",1180,"scaffold_197","TGT_DROME","E2BAA4","Queuine tRNA-ribosyltransferase","Y"
"g10500",1062,"scaffold_825",NA,NA,"Haspin like kinase domain","Y"
"g10501",1035,"scaffold_825",NA,NA,"7tm Odorant receptor","Y"
"g10502",523,"scaffold_1343",NA,NA,"Reverse transcriptase (RNA-dependent DNA polymerase)","Y"
"g10503",3898,"scaffold_1343",NA,NA,NA,"N"
"g10504",395,"scaffold_1343",NA,NA,NA,"N"
"g10505",1118,"scaffold_1343",NA,NA,NA,"N"
"g10506",1127,"scaffold_1343","MIB2_CHICK",NA,"Zinc finger, C3HC4 type (RING finger),Ankyrin repeats (3 copies),Ankyrin repeats (many copies)","Y"
"g10507",286,"scaffold_780",NA,NA,NA,"N"
"g10508",885,"scaffold_934","ADCY2_DROME","A0A482WSW5",NA,"Y"
"g10509",652,"scaffold_934",NA,NA,NA,"N"
"g1051",4278,"scaffold_197","CPSF1_BOVIN","A0A067QMH4","Mono-functional DNA-alkylating methyl methanesulfonate N-term,CPSF A subunit region","Y"
"g10510",331,"scaffold_1206",NA,NA,NA,"N"
"g10511",1750,"scaffold_103",NA,NA,NA,"N"
"g10512",3140,"scaffold_103",NA,NA,NA,"N"
"g10513",3067,"scaffold_103",NA,NA,NA,"N"
"g10514",525,"scaffold_103",NA,NA,NA,"N"
"g10515",283,"scaffold_103",NA,NA,NA,"N"
"g10516",382,"scaffold_103",NA,NA,NA,"N"
"g10517",337,"scaffold_103",NA,NA,NA,"N"
"g10518",806,"scaffold_103",NA,NA,NA,"N"
"g10519",576,"scaffold_103",NA,NA,NA,"N"
"g1052",3194,"scaffold_197","KI11B_XENLA","A0A2J7QSN9","Kinesin-associated microtubule-binding,Kinesin motor domain","Y"
"g10520",574,"scaffold_103",NA,NA,NA,"N"
"g10521",503,"scaffold_103",NA,NA,NA,"N"
"g10522",309,"scaffold_103",NA,NA,NA,"N"
"g10523",382,"scaffold_103",NA,NA,NA,"N"
"g10524",382,"scaffold_103",NA,NA,NA,"N"
"g10525",813,"scaffold_103",NA,NA,NA,"N"
"g10526",432,"scaffold_103",NA,NA,NA,"N"
"g10527",1531,"scaffold_103",NA,"A0A2P8YHY8",NA,"Y"
"g10528",3258,"scaffold_103",NA,NA,NA,"N"
"g10529",430,"scaffold_103",NA,NA,NA,"N"
"g1053",438,"scaffold_197",NA,NA,NA,"N"
"g10530",251,"scaffold_103",NA,NA,NA,"N"
"g10531",455,"scaffold_103",NA,NA,NA,"N"
"g10532",227,"scaffold_103",NA,NA,NA,"N"
"g10533",549,"scaffold_103","RM41_DROPS","A0A482XGY2","Mitochondrial ribosomal protein L27","Y"
"g10534",2995,"scaffold_103","SIK2_HUMAN","A0A1S3D4E4","Protein kinase domain","Y"
"g10535",501,"scaffold_103",NA,NA,NA,"N"
"g10536",241,"scaffold_103",NA,NA,NA,"N"
"g10537",326,"scaffold_103",NA,NA,NA,"N"
"g10538",198,"scaffold_103",NA,NA,NA,"N"
"g10539",305,"scaffold_103",NA,NA,NA,"N"
"g1054",1529,"scaffold_197",NA,"A0A3M7R5S4","Predicted AAA-ATPase","Y"
"g10540",277,"scaffold_103",NA,NA,NA,"N"
"g10541",322,"scaffold_103",NA,NA,NA,"N"
"g10542",1484,"scaffold_103",NA,"A0A3M7R5S4","Predicted AAA-ATPase","Y"
"g10543",525,"scaffold_103",NA,NA,NA,"N"
"g10544",601,"scaffold_103",NA,NA,NA,"N"
"g10545",610,"scaffold_103",NA,NA,NA,"N"
"g10546",338,"scaffold_103",NA,NA,NA,"N"
"g10547",2327,"scaffold_103",NA,"E0VAS6","PDZ domain","Y"
"g10548",615,"scaffold_103","SSRB_CANLF","A0A2P8XPC6","Translocon-associated protein beta (TRAPB)","Y"
"g10549",389,"scaffold_103","SRC42_DROME","J9JNB6","SH3 domain","Y"
"g1055",2039,"scaffold_197",NA,"A0A3M7R5S4","Predicted AAA-ATPase","Y"
"g10550",565,"scaffold_103",NA,NA,NA,"N"
"g10551",316,"scaffold_103",NA,NA,NA,"N"
"g10552",1217,"scaffold_103",NA,NA,NA,"N"
"g10553",358,"scaffold_103",NA,NA,NA,"N"
"g10554",1945,"scaffold_103","SRC42_DROME","A0A482X737","SH2 domain,Protein tyrosine kinase","Y"
"g10555",1012,"scaffold_103",NA,NA,NA,"N"
"g10556",915,"scaffold_103",NA,NA,NA,"N"
"g10557",1003,"scaffold_103",NA,NA,NA,"N"
"g10558",1034,"scaffold_637",NA,"X1WNZ0","DDE superfamily endonuclease","Y"
"g10559",1790,"scaffold_637",NA,"J9KCG1","YqaJ-like viral recombinase domain","Y"
"g1056",875,"scaffold_197",NA,NA,NA,"N"
"g10560",341,"scaffold_637",NA,NA,NA,"N"
"g10561",2006,"scaffold_637",NA,NA,NA,"N"
"g10562",1048,"scaffold_637",NA,NA,NA,"N"
"g10563",1916,"scaffold_637","PERO_DROME","J9JZ85","Animal haem peroxidase","Y"
"g10564",1901,"scaffold_637","PERO_DROME","J9JZ85","Animal haem peroxidase","Y"
"g10565",1970,"scaffold_637","IFT81_MOUSE","A0A1S3K063","Intraflagellar transport 81 calponin homology domain","Y"
"g10566",1871,"scaffold_637","LKHA4_HUMAN","A0A067R2V8","Peptidase M1 N-terminal domain,Peptidase family M1 domain,Leukotriene A4 hydrolase, C-terminal","Y"
"g10567",1403,"scaffold_637","HOT_AEDAE","A0A482XN80","Iron-containing alcohol dehydrogenase","Y"
"g10568",1095,"scaffold_637","GLO5_ARATH","A0A1S3DA23","FMN-dependent dehydrogenase","Y"
"g10569",830,"scaffold_637",NA,NA,"7tm Odorant receptor","Y"
"g1057",6037,"scaffold_197","MROH1_HUMAN","A0A482X577","non-SMC mitotic condensation complex subunit 1","Y"
"g10570",856,"scaffold_637",NA,NA,NA,"N"
"g10571",850,"scaffold_637",NA,"A0A151WJC7","hAT family C-terminal dimerisation region","Y"
"g10572",1458,"scaffold_637",NA,"A0A1X7TGY6","Protein of unknown function (DUF 659),BED zinc finger","Y"
"g10573",884,"scaffold_637",NA,NA,"7tm Odorant receptor","Y"
"g10574",1015,"scaffold_32","CGL_DICDI","A0A2J7QCJ1","Cys/Met metabolism PLP-dependent enzyme","Y"
"g10575",1117,"scaffold_32","CGL2_CAEEL","A0A0N4VN31","Cys/Met metabolism PLP-dependent enzyme","Y"
"g10576",1204,"scaffold_32","CGL_PIG","A0A2P8ZKX8","Cys/Met metabolism PLP-dependent enzyme","Y"
"g10577",590,"scaffold_32",NA,NA,"Predicted AAA-ATPase","Y"
"g10578",2727,"scaffold_32","DGKQ_MOUSE","A0A482XU59","Diacylglycerol kinase catalytic domain,Ras association (RalGDS/AF-6) domain,Diacylglycerol kinase accessory domain,Phorbol esters/diacylglycerol binding domain (C1 domain)","Y"
"g10579",785,"scaffold_32","PEX19_HUMAN","K1Q532","Pex19 protein family","Y"
"g1058",798,"scaffold_197",NA,NA,NA,"N"
"g10580",1512,"scaffold_32","NB5R4_DANRE","A0A1S3DD70","Oxidoreductase FAD-binding domain,Oxidoreductase NAD-binding domain,Cytochrome b5-like Heme/Steroid binding domain","Y"
